ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
77.226167 -69.242694 3.5869112 5.7e-06 0.407 6001.99852 16.084 15.291 14.655 14.419 14.19 0.028 0.043 0.049 AAA 2451912.6867
77.240167 -68.849778 4.3688532 4.8e-06 0.541 6004.30157 15.48 14.767 14.271 13.887 13.789 0.024 0.032 0.034 AAA 2451912.6851
77.313 -69.150694 3.0378688 6e-06 0.281 6001.50812 16.224 15.47 14.419 14.113 14.018 0.03 0.042 0.047 AAA 2451912.6864
77.316417 -68.741556 11.8606009 3.94e-05 0.63 6003.05493 14.413 13.615 12.872 12.522 12.469 0.02 0.024 0.026 AAA 2451912.6847
77.324125 -68.652528 4.9342752 1.36e-05 0.374 6004.67547 15.78 14.965 14.456 14.035 13.932 0.021 0.024 0.032 AAA 2451912.6844
77.326458 -68.299556 7.926099 1.95e-05 0.498 6006.48838 14.701 13.935 13.438 13.057 12.958 0.019 0.024 0.023 AAA 2451912.6829
77.335292 -68.851472 9.6718702 5.05e-05 0.325 6001.68919 14.79 13.938 13.234 12.786 12.689 0.024 0.029 0.044 EEE 2451912.6852
77.357083 -69.318778 3.7793335 1.09e-05 0.435 6003.70518 15.887 15.1 14.005 13.465 13.285 0.022 0.028 0.027 AAA 2451912.687
77.362292 -68.903556 11.9045706 4.39e-05 0.529 6010.81125 14.605 13.714 13.264 12.893 12.796 0.019 0.022 0.024 AAA 2451912.6854
77.364333 -68.067972 4.6912197 1.1e-05 0.503 6001.91073 15.684 14.938 14.31 13.942 13.887 0.021 0.025 0.033 AAA 2451912.682
77.374 -68.970944 4.4572723 7.8e-06 0.371 6004.30951 15.751 14.979 14.358 14.07 14.036 0.022 0.029 0.034 AAA 2451912.6856
77.404 -68.045444 6.8625537 1.6e-05 0.554 6000.30195 15.035 14.272 13.673 13.308 13.224 0.02 0.023 0.025 AAA 2451912.6819
77.357083 -69.318778 2.7574665 3.8e-06 0.453 6002.41493 16.375 15.609 14.005 13.465 13.285 0.022 0.028 0.027 AAA 2451912.687
77.160208 -68.5115 3.0438813 3.3e-06 0.504 6000.7778 15.953 15.28 14.478 14.108 13.964 0.029 0.041 0.042 AAA 2451912.6614
77.335292 -68.851472 2.7737319 3.5e-06 0.386 6001.56713 16.286 15.559 13.234 12.786 12.689 0.024 0.029 0.044 EEE 2451912.6852
77.48475 -68.994611 8.1860593 0.0003344 0.513 6007.2093 -99.99 13.874 13.278 12.994 12.959 0.018 0.023 0.023 AAA 2451906.6279
77.313 -69.150694 5.7915228 1.41e-05 0.53 6000.39434 15.371 14.62 14.419 14.113 14.018 0.03 0.042 0.047 AAA 2451912.6864
75.046125 -67.363 2.6409294 3.2e-06 0.426 6000.39059 16.285 15.574 15.155 14.873 14.815 0.023 0.033 0.050 AAA 2451898.7233
75.529958 -66.875083 2.8932375 6.1e-06 0.605 6002.28467 15.974 15.297 14.459 14.1 14.009 0.025 0.029 0.031 AAA 2451898.7833
75.229792 -66.637278 27.9374559 0.0164686 -99.99 -99.99 13.616 -99.99 11.521 11.181 11.09 0.018 0.021 0.020 AAA 2451898.7335
75.56525 -67.421056 4.4260703 1.25e-05 0.454 6002.35471 15.753 15.035 14.636 14.402 14.258 0.025 0.033 0.036 AAA 2451898.7811
75.611708 -67.155139 7.385688 8.24e-05 0.16 6005.06348 15.102 14.242 14.854 14.463 14.32 0.024 0.031 0.033 AAA 2451898.7822
75.529958 -66.875083 4.3047344 1.04e-05 0.425 6003.45674 15.726 14.969 14.459 14.1 14.009 0.025 0.029 0.031 AAA 2451898.7833
75.56525 -67.421056 3.4052531 5.6e-06 0.462 6001.72582 15.968 15.242 14.636 14.402 14.258 0.025 0.033 0.036 AAA 2451898.7811
75.611292 -67.420917 12.1951606 0.0001086 0.396 6008.90381 14.527 13.665 12.991 12.642 12.526 0.022 0.023 0.021 AAA 2451898.7811
75.611708 -67.155139 3.4200716 2.9e-06 0.523 6000.06744 -99.99 15.102 14.854 14.463 14.32 0.024 0.031 0.033 AAA 2451898.7822
75.65475 -66.749806 3.8328155 7.1e-06 0.52 6000.56615 15.639 14.96 14.646 14.356 14.244 0.022 0.028 0.033 AAA 2451898.7838
75.611292 -67.420917 2.4889151 7.7e-06 0.31 6001.41863 16.423 15.712 12.991 12.642 12.526 0.022 0.023 0.021 AAA 2451898.7811
75.701083 -67.24 2.3966372 2.1e-06 0.545 6002.3053 16.25 15.609 15.407 15.058 14.971 0.031 0.044 0.057 AAA 2451898.794
75.748958 -67.184917 2.9980396 2.9e-06 0.474 6002.72156 15.991 15.315 14.682 14.436 14.413 0.021 0.029 0.044 AAA 2451898.7937
75.76425 -66.727639 3.8269461 6.2e-06 0.617 6001.33411 15.699 14.993 14.381 14.216 14.104 0.03 0.036 0.041 AEA 2451898.7919
75.79725 -67.104028 1.4924763 2e-06 0.317 6000.91707 17.026 16.349 15.93 15.457 15.506 0.039 0.053 0.096 AAA 2451898.7934
75.842458 -67.472611 2.7766889 2.6e-06 0.518 6000.16385 16.206 15.503 14.976 14.759 14.635 0.029 0.037 0.043 AAA 2451898.7949
75.921375 -67.168778 3.4493459 1.01e-05 0.285 6001.92643 16.026 15.27 14.745 14.381 14.308 0.021 0.026 0.037 AAA 2451898.7937
75.941708 -66.990194 2.7122072 2.9e-06 0.474 6000.00971 16.18 15.503 15.108 14.796 14.763 0.028 0.034 0.058 AAA 2451898.793
75.842458 -67.472611 16.836743 0.0002438 0.587 6012.82977 14.428 13.628 14.976 14.759 14.635 0.029 0.037 0.043 AAA 2451898.7949
75.842458 -67.472611 4.3631839 8.6e-06 0.52 6000.22558 15.589 14.871 14.976 14.759 14.635 0.029 0.037 0.043 AAA 2451898.7949
75.973125 -66.718722 2.5567541 3.1e-06 0.535 6001.3154 16.28 15.589 15.096 14.749 14.756 0.026 0.037 0.047 AAA 2451898.7919
75.921375 -67.168778 4.3385915 8.8e-06 0.375 6004.0217 15.73 14.98 14.745 14.381 14.308 0.021 0.026 0.037 AAA 2451898.7937
76.189625 -67.387111 9.0486011 5.49e-05 0.288 6009.02435 14.726 13.92 14.285 14.074 14.055 0.019 0.025 0.032 AAA 2451905.6201
76.189625 -67.387111 4.0508401 4.6e-06 0.672 6000.82382 15.659 14.981 14.285 14.074 14.055 0.019 0.025 0.032 AAA 2451905.6201
76.456792 -67.219861 8.6225591 0.0001569 0.297 6002.10942 14.912 14.125 13.562 13.258 13.113 0.02 0.022 0.024 AAA 2451912.6082
76.496625 -66.7875 2.8948549 4.5e-06 0.653 6000.67297 15.963 15.326 15.006 14.695 14.561 0.025 0.036 0.045 AAA 2451912.6099
76.524917 -66.995528 2.8617413 5.2e-06 0.362 6001.63282 16.216 15.501 14.901 14.641 14.639 0.023 0.034 0.044 AAA 2451912.6091
76.52975 -66.630361 1.7272409 1.7e-06 0.453 6000.34137 16.801 16.171 15.659 15.39 15.309 0.034 0.059 0.090 AAA 2451912.6106
76.561708 -66.679417 36.579977 0.0222391 -99.99 -99.99 12.738 -99.99 11.583 11.182 11.081 0.019 0.028 0.022 AAA 2451912.6104
76.577208 -66.64575 3.1134066 6.2e-06 0.495 6002.98408 15.98 15.314 14.7 14.398 14.415 0.022 0.027 0.039 AAA 2451912.6178
76.581625 -66.596639 3.1232266 9.1e-06 0.473 6000.80495 16.053 15.355 14.7 14.47 14.464 0.021 0.030 0.037 AAA 2451912.6176
76.65675 -66.719139 2.9312963 4.6e-06 0.427 6001.57616 16.144 15.414 14.78 14.55 14.569 0.021 0.033 0.043 AAA 2451912.6181
76.672917 -67.232278 2.7935621 2.3e-06 0.583 6002.1233 16.002 15.384 14.712 14.539 14.418 0.021 0.032 0.038 AAA 2451912.6202
76.736458 -66.711194 3.1933764 3.9e-06 0.536 6000.89469 15.936 15.233 14.975 14.561 14.419 0.026 0.043 0.048 AAA 2451912.6181
76.8235 -66.831806 4.2402423 8.1e-06 0.454 6001.92723 15.827 15.065 14.551 14.209 14.079 0.02 0.027 0.031 AAA 2451912.6186
76.8275 -66.581306 4.508197 7.1e-06 0.474 6004.05449 15.623 14.867 14.302 13.958 13.947 0.019 0.027 0.028 AAA 2451912.6176
76.844292 -66.815778 4.0033994 7.4e-06 0.386 6001.55248 15.825 15.048 14.602 14.261 14.245 0.019 0.026 0.036 AAA 2451912.6185
76.8275 -66.581306 3.7565125 7.6e-06 0.393 6003.41185 15.897 15.166 14.302 13.958 13.947 0.019 0.027 0.028 AAA 2451912.6176
77.004417 -67.021417 2.3576054 2.7e-06 0.604 6000.42333 16.087 15.497 15.063 14.766 14.7 0.024 0.035 0.047 AAA 2451912.6674
76.984958 -66.629278 2.9576729 4.26e-05 0.448 6002.88308 -99.99 15.33 14.716 14.479 14.385 0.022 0.033 0.039 AAA 2451912.669
77.004417 -67.021417 2.6948392 3.1e-06 0.647 6001.7119 16.071 15.453 15.063 14.766 14.7 0.024 0.035 0.047 AAA 2451912.6674
77.041083 -67.339333 4.3163216 1.08e-05 0.381 6002.472 15.71 14.93 14.396 14.038 13.92 0.021 0.028 0.035 AAA 2451912.6661
77.052167 -66.860889 4.4606658 9.6e-06 0.461 6002.1028 15.769 14.959 14.319 13.974 13.872 0.02 0.026 0.032 AAA 2451912.6681
77.041083 -67.339333 4.6542712 1.15e-05 0.335 6000.61152 15.326 14.496 14.396 14.038 13.92 0.021 0.028 0.035 AAA 2451912.6661
77.052167 -66.860889 3.9682177 9.3e-06 0.505 6000.78003 15.802 15.067 14.319 13.974 13.872 0.02 0.026 0.032 AAA 2451912.6681
77.052167 -66.860889 17.2020785 0.0001124 0.562 6014.90784 14.319 13.463 14.319 13.974 13.872 0.02 0.026 0.032 AAA 2451912.6681
75.063417 -65.727417 3.5095094 3.7e-06 0.563 6000.846 15.849 15.148 14.717 14.325 14.234 0.029 0.034 0.037 AAA 2451931.5821
75.591208 -66.343389 3.1276863 6.7e-06 0.459 6001.94436 15.988 15.303 14.312 14.094 13.971 0.027 0.030 0.035 AAA 2451898.7855
75.591208 -66.343389 3.0073795 8.4e-06 0.337 6002.13416 16.145 15.413 14.312 14.094 13.971 0.027 0.030 0.035 AAA 2451898.7855
75.427375 -66.248306 3.4785486 1.66e-05 0.35 6002.17051 15.96 15.238 14.703 14.329 14.272 0.024 0.026 0.037 AAA 2451898.7858
75.431208 -66.106306 3.7348483 8e-06 0.551 6001.95971 15.658 14.994 14.509 14.145 14.017 0.025 0.026 0.032 AAA 2451898.7864
75.463125 -66.131611 2.7714725 6.5e-06 0.368 6002.33369 16.207 15.501 14.986 14.655 14.617 0.03 0.032 0.048 AAA 2451898.7863
75.591208 -66.343389 4.6051325 9.3e-06 0.406 6002.24827 15.593 14.883 14.312 14.094 13.971 0.027 0.030 0.035 AAA 2451898.7855
75.648417 -66.350861 3.7057902 8.2e-06 0.309 6000.82828 15.87 15.158 14.54 14.254 14.112 0.026 0.029 0.031 AAA 2451898.7854
75.660583 -66.466528 3.1883493 1.04e-05 0.234 6001.72681 16.073 15.353 14.788 14.443 14.391 0.025 0.028 0.038 AAA 2451898.785
75.682042 -66.195833 3.1679663 3.8e-06 0.562 6002.34746 15.809 15.188 14.831 14.497 14.404 0.025 0.030 0.039 AAA 2451898.786
75.733625 -66.336417 3.1489328 7.9e-06 0.238 6001.87185 16.092 15.384 14.739 14.521 14.435 0.022 0.030 0.039 AAA 2451898.7903
75.8995 -66.075583 5.6062582 1.95e-05 0.398 6001.28574 15.223 14.488 13.86 13.568 13.532 0.018 0.021 0.027 AAA 2451898.7893
75.933 -65.752694 2.6152911 3.9e-06 0.471 6001.08508 16.184 15.491 15.005 14.678 14.584 0.025 0.032 0.042 AAA 2451874.8575
75.938375 -65.823028 3.6495558 5.5e-06 0.577 6001.68982 15.888 15.168 14.525 14.229 14.217 0.021 0.027 0.031 AAA 2451874.8578
75.947667 -66.260528 3.6851943 4.3e-06 0.502 6002.7702 15.78 15.076 14.484 14.174 14.137 0.018 0.022 0.031 AAA 2451898.79
75.8995 -66.075583 2.8991703 4.3e-06 0.452 6001.76243 16.082 15.399 13.86 13.568 13.532 0.018 0.021 0.027 AAA 2451898.7893
76.018083 -66.279806 3.0954473 3.9e-06 0.427 6000.49057 15.999 15.323 14.73 14.431 14.44 0.021 0.027 0.039 AAA 2451905.6156
76.018083 -66.279806 3.3779722 6.6e-06 0.324 6000.81521 16.042 15.317 14.73 14.431 14.44 0.021 0.027 0.039 AAA 2451905.6156
76.032542 -65.789528 4.8192813 1.58e-05 0.281 6003.43822 15.606 14.846 14.305 13.959 13.855 0.02 0.025 0.028 AAA 2451874.8577
75.947667 -66.260528 3.1401057 6.9e-06 0.304 6000.89593 16.106 15.377 14.484 14.174 14.137 0.018 0.022 0.031 AAA 2451898.79
76.096625 -66.52525 4.4842231 1.89e-05 0.286 6003.09532 15.803 15.008 14.406 14.048 13.949 0.02 0.026 0.030 AAA 2451905.6166
76.307708 -66.108028 2.9995258 7.6e-06 0.252 6000.37143 16.134 15.414 14.834 14.576 14.416 0.022 0.033 0.039 AAA 2451912.6127
76.183958 -66.030528 4.7520041 3.09e-05 0.18 6002.91892 15.559 14.789 14.343 13.977 13.887 0.024 0.028 0.033 AAA 2451905.6146
76.183958 -66.030528 3.9163668 1.01e-05 0.433 6003.25509 15.799 15.043 14.343 13.977 13.887 0.024 0.028 0.033 AAA 2451905.6146
76.235167 -65.607167 8.1267407 2.71e-05 0.503 6006.83581 14.69 13.948 13.562 13.144 13.045 0.019 0.023 0.025 AAA 2451875.6946
76.262083 -65.619944 2.7012919 4.4e-06 0.532 6002.52433 16.089 15.435 14.897 14.589 14.465 0.022 0.029 0.037 AAA 2451875.6946
76.262125 -66.419194 2.6822959 2.4e-06 0.651 6000.45717 16.015 15.383 14.909 14.54 14.591 0.027 0.036 0.048 AAA 2451905.6162
76.307708 -66.108028 3.128986 7e-06 0.566 6000.20848 15.897 15.243 14.834 14.576 14.416 0.022 0.033 0.039 AAA 2451912.6127
76.235167 -65.607167 3.1394459 7.7e-06 0.269 6002.60587 16.068 15.342 13.562 13.144 13.045 0.019 0.023 0.025 AAA 2451875.6946
76.386958 -65.985083 11.3220933 0.0005281 0.065 6005.402 14.452 13.856 13.448 13.156 13.065 0.019 0.022 0.023 AAA 2451912.6132
76.386958 -65.985083 3.5992724 5.4e-06 0.447 6000.83726 15.827 15.12 13.448 13.156 13.065 0.019 0.022 0.023 AAA 2451912.6132
76.449083 -65.727833 3.2071466 3.5e-06 0.534 6002.94718 15.88 15.207 14.624 14.358 14.271 0.022 0.029 0.035 AAA 2451875.7425
76.569125 -66.220472 4.662129 1.41e-05 0.49 6002.34151 15.52 14.8 14.473 14.107 14.037 0.021 0.029 0.032 AAA 2451912.6122
76.611792 -66.211278 4.3256195 2.43e-05 0.274 6000.21511 15.787 14.998 14.314 14.018 13.911 0.027 0.031 0.035 AAA 2451912.6161
76.717167 -66.358083 3.32834 6.6e-06 0.381 6000.95557 16.158 15.375 14.944 14.572 14.431 0.029 0.041 0.044 AAA 2451912.6167
76.755833 -66.182667 3.0007141 4.1e-06 0.561 6001.77315 15.947 15.296 14.719 14.461 14.306 0.021 0.032 0.038 AAA 2451912.616
76.83 -66.220778 4.8711085 1.68e-05 0.469 6003.20831 15.571 14.832 14.172 13.864 13.754 0.021 0.031 0.031 AAA 2451912.6161
76.832083 -66.276583 3.4121111 4.5e-06 0.543 6002.43123 15.893 15.202 14.662 14.33 14.25 0.02 0.028 0.037 AAA 2451912.6164
76.918333 -65.750167 2.6972409 2.7e-06 0.665 6001.41486 15.952 15.33 14.899 14.542 14.564 0.021 0.028 0.044 AAA 2451875.8009
76.919833 -65.869056 3.5406962 4.6e-06 0.455 6001.2521 15.874 15.171 14.794 14.472 14.417 0.02 0.027 0.038 AAA 2451875.8014
76.938208 -66.10925 3.0622945 4.4e-06 0.448 6002.83691 16.098 15.371 14.834 14.539 14.437 0.022 0.030 0.041 AAA 2451912.6711
76.960042 -65.624833 2.4676307 5.8e-06 0.476 6001.21817 16.174 15.541 14.985 14.696 14.595 0.023 0.031 0.039 AAA 2451875.8004
77.070917 -65.483222 3.952176 7.3e-06 0.481 6000.63523 15.774 15.023 14.444 14.156 14.069 0.02 0.025 0.034 AAA 2451875.7998
77.190042 -65.661167 3.0913774 4.9e-06 0.398 6000.66363 15.927 15.266 14.997 14.566 14.411 0.022 0.028 0.037 AAA 2451875.8107
77.203542 -65.530444 5.0517228 1.4e-05 0.324 6001.78674 15.589 14.794 14.221 13.888 13.765 0.02 0.025 0.029 AAA 2451875.8112
77.209292 -66.165861 3.9649597 9.7e-06 0.338 6001.06931 15.841 15.077 14.54 14.234 14.182 0.021 0.028 0.037 AAA 2451912.6743
77.237833 -65.896639 3.2706692 4.2e-06 0.553 6001.93624 15.832 15.185 14.679 14.388 14.267 0.022 0.029 0.037 AAA 2451875.8097
77.265458 -65.778167 3.6302287 1.21e-05 0.221 6003.03752 16.061 15.286 14.616 14.305 14.227 0.02 0.027 0.036 AAA 2451875.8102
77.279833 -66.472083 3.3237534 3.7e-06 0.454 6002.3481 15.895 15.19 14.795 14.466 14.223 0.029 0.037 0.042 AAA 2451912.6756
77.281208 -66.155611 2.9639481 3.8e-06 0.474 6000.32983 16.1 15.401 15.025 14.706 14.715 0.024 0.034 0.056 AAA 2451912.6743
77.427875 -65.686722 4.0502703 1.15e-05 0.313 6001.45016 15.807 15.027 14.489 14.143 14.07 0.021 0.025 0.034 AAA 2451875.8585
77.455708 -66.370389 2.7368803 3.8e-06 0.468 6002.13416 16.276 15.566 15.188 14.85 14.823 0.032 0.045 0.060 AAA 2451912.6752
77.476375 -65.240861 12.2349871 0.0015793 0.462 6006.89319 -99.99 13.827 13.337 12.848 12.752 0.019 0.023 0.022 AAA 2451875.8567
75.783583 -66.231 23.9950282 0.0016294 0.698 6022.50038 -99.99 12.488 11.736 11.471 11.396 0.018 0.020 0.021 AAA 2451898.7899
77.38125 -66.380889 2.3822516 4.3e-06 0.522 6000.24061 16.267 15.603 15.017 14.797 14.732 0.025 0.037 0.052 AAA 2451912.6752
77.279833 -66.472083 2.809597 0.0002 0.429 6000.52495 -99.99 15.546 14.795 14.466 14.223 0.029 0.037 0.042 AAA 2451912.6756
75.595125 -64.649667 2.8918978 7.9e-06 0.417 6000.44521 16.117 15.408 14.904 14.583 14.58 0.023 0.031 0.044 AAA 2451874.7953
76.521542 -64.838139 4.4807047 1.04e-05 0.488 6000.43001 15.561 14.837 14.312 13.962 13.906 0.025 0.03 0.033 AAA 2451875.7389
77.681833 -70.480944 4.82565 7.7e-06 0.587 6000.82596 15.398 14.689 14.279 13.988 13.811 0.023 0.027 0.031 AAA 2451906.6339
77.7105 -70.204833 7.2240931 5.84e-05 0.17 6003.90925 15.08 14.299 13.758 13.411 13.332 0.020 0.025 0.025 AAA 2451906.6328
77.751292 -70.000111 1.9868424 2e-06 0.426 6000.17818 16.526 15.857 15.497 15.081 15.094 0.053 0.048 0.057 AAA 2451906.6319
77.772542 -70.509556 14.212736 8.28e-05 0.539 6013.43999 14.57 13.62 12.874 12.529 12.473 0.020 0.023 0.023 AAA 2451906.6539
77.848167 -70.935028 3.2295035 4.1e-06 0.478 6002.59042 16.168 15.418 15.085 14.666 14.506 0.023 0.028 0.040 AAA 2451906.6522
77.849208 -71.312 3.2621375 4e-06 0.467 6001.19743 16.051 15.316 14.899 14.484 14.567 0.028 0.038 0.050 AAA 2451906.6507
77.878292 -70.332778 2.5276939 3.1e-06 0.535 6002.0193 16.279 15.609 15.263 14.964 14.832 0.024 0.03 0.048 AAA 2451906.6546
77.924 -70.737444 2.5689999 3.7e-06 0.366 6001.90959 16.567 15.79 15.241 14.925 14.919 0.024 0.034 0.049 AAA 2451906.653
77.943792 -70.000361 2.834075 2.7e-06 0.494 6001.31189 16.068 15.41 14.838 14.531 14.488 0.021 0.027 0.038 AAA 2451906.656
77.991625 -71.148222 2.9440766 1.24e-05 0.259 6001.58921 15.87 15.179 14.626 14.337 14.262 0.023 0.025 0.035 AAA 2451906.6513
77.991625 -71.148222 1.9374369 1.9e-06 0.483 6001.83435 16.889 16.179 14.626 14.337 14.262 0.023 0.025 0.035 AAA 2451906.6513
78.251125 -70.65025 5.1097803 1.02e-05 0.539 6002.84262 15.411 14.695 14.189 13.792 13.708 0.020 0.025 0.025 AAA 2451490.8125
78.251125 -70.65025 4.9110059 9.4e-06 0.413 6001.73712 15.45 14.729 14.189 13.792 13.708 0.020 0.025 0.025 AAA 2451490.8125
78.292042 -70.445806 7.3696204 2.01e-05 0.451 6005.40215 15.156 14.348 13.775 13.368 13.308 0.020 0.023 0.024 AAA 2451490.8117
77.991625 -71.148222 3.1449442 5.1e-06 0.454 6001.1307 16.157 15.39 14.626 14.337 14.262 0.023 0.025 0.035 AAA 2451906.6513
78.553125 -70.227389 4.3035478 6.3e-06 0.478 6000.27495 15.716 14.954 14.467 14.009 13.903 0.023 0.028 0.031 AAA 2451906.713
78.3605 -70.082167 5.0711644 7.2e-06 0.619 6001.50791 15.341 14.648 14.167 13.814 13.722 0.019 0.025 0.025 AAA 2451490.8102
78.460083 -70.4345 2.9151385 3.1e-06 0.44 6000.41284 16.129 15.447 15.029 14.727 14.585 0.031 0.036 0.050 AAA 2451906.7121
78.553125 -70.227389 4.6309619 0.0001458 0.517 6002.83628 -99.99 15.092 14.467 14.009 13.903 0.023 0.028 0.031 AAA 2451906.713
78.673208 -70.708889 3.8010355 4.6e-06 0.652 6002.06719 15.525 14.93 13.814 13.474 13.464 0.020 0.023 0.024 AAA 2451906.7511
78.769167 -70.119444 4.0956124 7.7e-06 0.39 6003.93904 15.885 15.098 13.787 13.403 13.352 0.019 0.025 0.025 AAA 2451906.7487
78.673208 -70.708889 6.923847 2.3e-05 0.305 6006.45649 15.121 14.347 13.814 13.474 13.464 0.020 0.023 0.024 AAA 2451906.7511
78.769167 -70.119444 7.069384 1.6e-05 0.534 6002.02368 14.853 14.166 13.787 13.403 13.352 0.019 0.025 0.025 AAA 2451906.7487
78.816042 -71.623 2.9052962 1.06e-05 0.221 6002.49855 16.293 15.539 14.973 14.632 14.595 0.023 0.028 0.044 AAA 2451906.7548
78.820917 -70.692861 3.517497 4.4e-06 0.605 6003.16821 15.723 15.055 14.598 14.249 14.233 0.021 0.027 0.037 AAA 2451906.751
78.834833 -71.673222 3.5497931 6.5e-06 0.367 6000.39069 16.101 15.341 14.913 14.563 14.39 0.023 0.031 0.036 AAA 2451906.755
78.840375 -71.042278 3.929287 6.8e-06 0.489 6001.15753 15.779 15.035 14.363 14.16 14.087 0.023 0.027 0.032 AAA 2451906.7524
78.850708 -70.181056 4.4437028 2.8e-05 0.363 6001.44016 15.896 15.017 12.677 11.761 11.454 0.021 0.025 0.022 EAA 2451906.749
78.870583 -70.015361 2.9195004 3.7e-06 0.408 6000.15789 16.309 15.546 14.993 14.722 14.698 0.024 0.035 0.047 AAA 2451906.7483
78.891625 -70.28575 3.2052023 3.2e-06 0.503 6003.00206 16.098 15.369 14.694 14.458 14.441 0.025 0.033 0.041 AAA 2451906.7494
79.002625 -70.130667 3.1730088 6.8e-06 0.294 6000.7824 16.176 15.42 14.765 14.428 14.449 0.023 0.029 0.041 AAA 2451907.6319
79.172125 -71.607528 3.0942019 9.4e-06 0.45 6002.42455 16.028 15.359 14.542 13.987 13.881 0.024 0.031 0.031 AAA 2451907.6379
78.834833 -71.673222 1.3080842 7.1e-06 0.304 6001.08562 17.465 16.867 14.913 14.563 14.39 0.023 0.031 0.036 AAA 2451906.755
79.045542 -70.293333 3.4779414 8.3e-06 0.557 6001.94737 15.834 15.194 13.504 12.776 12.564 0.019 0.024 0.022 AAA 2451907.6326
79.069375 -70.168639 4.290051 2.54e-05 0.522 6002.72435 -99.99 14.969 14.423 14.03 13.962 0.023 0.029 0.033 AAA 2451907.6321
79.103542 -70.552694 6.5532358 2.4e-05 0.341 6000.80631 15.32 14.587 14.049 13.675 13.639 0.021 0.025 0.028 AAA 2451907.6336
79.151375 -70.66375 4.3057241 2.11e-05 0.15 6000.51367 15.878 15.093 14.571 14.18 14.087 0.023 0.03 0.033 AAA 2451907.6341
79.172125 -71.607528 2.9592248 3.3e-06 0.568 6001.44759 16.02 15.356 14.542 13.987 13.881 0.024 0.031 0.031 AAA 2451907.6379
79.45525 -70.443972 2.0498244 1.8e-06 0.524 6001.29282 16.345 15.722 14.914 14.577 14.532 0.027 0.032 0.047 AAA 2451907.6536
79.475875 -70.921361 3.1237804 4.3e-06 0.401 6002.81649 16.077 15.366 14.681 14.455 14.358 0.026 0.037 0.042 AAA 2451907.6517
79.505875 -71.153083 1.5715907 1.5e-06 0.566 6000.91639 16.896 16.247 15.865 15.495 15.436 0.036 0.052 0.080 AAA 2451907.6508
79.509833 -70.7595 5.1750901 2.03e-05 0.583 6001.56712 15.392 14.699 14.166 13.909 13.822 0.020 0.025 0.029 AAA 2451907.6524
79.534375 -71.525194 7.2386399 0.0001645 0.185 6006.7737 15.487 14.571 14.01 13.613 13.502 0.019 0.024 0.025 AAA 2451907.6493
79.689208 -70.460917 3.4188343 6e-06 0.377 6002.08115 16.055 15.324 14.713 14.376 14.352 0.024 0.032 0.050 AAA 2451907.6916
79.868333 -70.963917 3.5448996 7e-06 0.388 6000.05144 16.055 15.297 14.735 14.39 14.259 0.027 0.036 0.041 AAA 2451907.7095
79.689208 -70.460917 2.3298807 4.3e-06 0.329 6001.25131 16.411 15.724 14.713 14.376 14.352 0.024 0.032 0.050 AAA 2451907.6916
79.945542 -70.258417 11.2460411 5.06e-05 0.535 6004.53407 14.882 13.984 13.456 13.026 12.958 0.026 0.034 0.032 AAA 2451907.7123
77.846125 -71.708444 4.4408671 1.03e-05 0.467 6002.37311 15.624 14.885 14.567 14.161 14.015 0.023 0.028 0.034 AAA 2451906.6491
77.846125 -71.708444 2.981936 1.59e-05 0.231 6000.79033 16.252 15.537 14.567 14.161 14.015 0.023 0.028 0.034 AAA 2451906.6491
77.846125 -71.708444 1.8991667 1.6e-06 0.534 6001.88754 16.689 16.02 14.567 14.161 14.015 0.023 0.028 0.034 AAA 2451906.6491
78.106083 -72.346278 3.0526537 6.2e-06 0.522 6000.16097 15.978 15.321 14.964 14.596 14.571 0.030 0.041 0.056 AAA 2451914.678
78.370708 -72.021056 4.5921519 1.26e-05 0.535 6002.23835 15.704 14.929 14.822 14.456 14.387 0.022 0.033 0.045 AAA 2451914.6766
78.370708 -72.021056 3.4302748 5.3e-06 0.549 6002.21887 15.952 15.263 14.822 14.456 14.387 0.022 0.033 0.045 AAA 2451914.6766
78.370708 -72.021056 3.4638729 4.9e-06 0.507 6003.41143 15.907 15.216 14.822 14.456 14.387 0.022 0.033 0.045 AAA 2451914.6766
78.569375 -71.432306 2.7774308 7.2e-06 0.469 6000.04541 16.206 15.445 14.019 13.396 13.226 0.022 0.026 0.026 AAA 2451906.7081
77.656042 -69.251917 3.6554548 7.5e-06 0.402 6003.22338 16.85 15.82 15.226 14.774 14.637 0.029 0.038 0.047 AAA 2451906.6289
77.512333 -69.021139 3.341316 4.1e-06 0.526 6001.92563 15.863 15.185 14.589 14.327 14.216 0.022 0.031 0.033 AAA 2451906.628
77.5185 -68.891556 2.7138617 2.9e-06 0.504 6002.49803 16.223 15.506 15.129 14.811 14.781 0.029 0.036 0.053 AAA 2451906.6275
77.966 -68.112417 2.5244309 3.4e-06 0.425 6002.27863 16.448 15.697 15.619 15.243 15.117 0.035 0.052 0.061 AAA 2451906.6636
77.618583 -69.887917 2.9702623 3.8e-06 0.404 6000.58529 16.249 15.503 15.056 14.754 14.785 0.026 0.038 0.052 AAA 2451906.6315
77.643833 -69.228861 3.0748364 4.4e-06 0.528 6002.97656 16.184 15.422 15.026 14.535 14.65 0.037 0.040 0.060 EEA 2451906.6288
