ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
80.405042 -69.880889 3.0161306 5.1e-06 0.529 6002.72818 16.22 15.483 14.821 14.432 14.348 0.025 0.030 0.038 AAA 2451907.7472
80.430667 -68.570833 1.2901368 5.8e-06 0.293 6000.53244 17.47 16.865 13.957 13.136 12.951 0.019 0.022 0.021 AAA 2451907.742
80.245958 -69.7755 2.918955 8.7e-06 0.123 6002.55414 15.546 14.688 14.681 14.303 14.161 0.026 0.032 0.034 AAA 2451907.7468
80.4805 -67.780472 4.9710827 2.69e-05 0.599 6003.28902 16.568 15.46 13.825 13.239 13.001 0.021 0.024 0.024 AAA 2451912.7223
80.4805 -67.780472 10.4874185 5.39e-05 0.509 6006.56103 16.302 14.84 13.825 13.239 13.001 0.021 0.024 0.024 AAA 2451912.7223
80.483542 -69.318472 3.1175519 5e-06 0.333 6000.35203 16.071 15.352 14.955 14.662 14.624 0.032 0.041 0.054 AAA 2451912.7161
80.504667 -68.858972 6.316951 1.44e-05 0.457 6000.13544 15.321 14.454 13.789 13.545 13.457 0.019 0.024 0.025 AAA 2451912.7179
80.508167 -69.379556 3.2677975 4.3e-06 0.427 6000.25077 16.102 15.353 14.457 14.037 13.913 0.031 0.037 0.045 AAA 2451912.7158
80.509042 -69.894694 3.0109929 2.9e-06 0.486 6002.98597 16.528 15.687 15.127 14.69 14.651 0.03 0.039 0.051 AAA 2451912.7138
80.514667 -68.119778 4.6088631 1.44e-05 0.355 6004.01229 15.739 14.953 14.305 13.942 13.825 0.022 0.027 0.033 AAA 2451912.7209
80.534083 -69.926806 3.0920173 4.1e-06 0.405 6001.76545 16.262 15.466 14.231 13.721 13.7 0.027 0.036 0.037 AAA 2451912.7136
80.550667 -69.893111 2.8584473 5.2e-06 0.346 6000.08341 17.426 16.229 14.539 13.889 13.747 0.026 0.031 0.034 EAA 2451912.7138
80.552125 -69.518417 5.6389261 1.15e-05 0.33 6004.00195 15.308 14.58 14.013 13.635 13.626 0.023 0.026 0.033 AAA 2451912.7153
80.568167 -68.873667 3.2143347 6.6e-06 0.253 6002.47169 16.04 15.34 14.816 14.443 14.404 0.032 0.047 0.045 AAA 2451912.7179
80.587167 -69.393417 3.7119495 6.1e-06 0.288 6000.74517 15.976 15.2 14.791 14.418 14.411 0.029 0.034 0.045 AAA 2451912.7158
80.596167 -68.636111 3.6067432 7.3e-06 0.393 6002.0773 16.014 15.22 14.512 14.238 14.172 0.031 0.034 0.046 AAA 2451912.7188
80.606667 -69.824806 2.5745739 2.7e-06 0.402 6001.11796 16.297 15.578 14.912 14.711 14.665 0.027 0.036 0.048 AAA 2451912.714
80.613833 -69.890083 5.7389461 1.52e-05 0.328 6005.30789 15.543 14.68 14.08 13.736 13.69 0.025 0.043 0.044 AAA 2451912.7138
80.645125 -69.92875 3.5671015 3.7e-06 0.553 6001.29165 15.793 15.099 14.825 14.485 14.438 0.025 0.032 0.044 AAA 2451912.7136
80.663208 -69.969306 2.5806364 2.3e-06 0.511 6002.38918 16.31 15.596 15.057 14.778 14.709 0.035 0.042 0.061 AAA 2451912.7135
80.668083 -69.508472 2.4441998 8e-06 0.511 6000.77364 16.358 15.674 14.167 12.687 11.516 0.023 0.020 0.021 AAA 2451912.7153
80.66925 -69.674444 3.8186955 4.5e-06 0.404 6001.98358 15.756 15.048 14.339 14.092 13.992 0.027 0.036 0.044 AAA 2451912.7147
80.671083 -69.978639 2.6558273 3.5e-06 0.482 6001.36207 16.332 15.667 14.532 14.021 13.758 0.035 0.044 0.040 EAA 2451912.7134
80.674 -69.584778 7.3931436 2.08e-05 0.331 6005.79342 15.087 14.271 13.523 13.209 13.152 0.019 0.023 0.025 AAA 2451912.715
80.678333 -68.849222 10.6626314 3.87e-05 0.43 6003.69673 14.924 14.026 13.118 12.661 12.553 0.029 0.033 0.032 AAA 2451912.718
80.690833 -67.910639 1.7524732 1.8e-06 0.406 6000.9194 16.865 16.14 15.478 15.189 15.212 0.032 0.041 0.071 AAA 2451912.7218
80.700042 -69.334194 2.6560629 4e-06 0.333 6000.73151 16.395 15.698 15.157 14.824 14.889 0.041 0.053 0.072 AAA 2451912.716
80.613833 -69.890083 5.625655 1.11e-05 0.401 6003.5526 15.773 14.818 14.08 13.736 13.69 0.025 0.043 0.044 AAA 2451912.7138
80.754417 -69.749833 4.3327434 5.6e-06 0.585 6001.78097 15.769 14.927 13.856 13.53 13.486 0.023 0.029 0.032 AAA 2451912.7143
80.700042 -69.334194 4.6200044 8.3e-06 0.436 6002.16299 15.643 14.898 15.157 14.824 14.889 0.041 0.053 0.072 AAA 2451912.716
80.700042 -69.334194 3.3457595 3.5e-06 0.439 6001.32388 15.899 15.197 15.157 14.824 14.889 0.041 0.053 0.072 AAA 2451912.716
80.782083 -69.563861 3.0666839 2.6e-06 0.557 6000.42428 15.784 15.175 15.059 14.774 14.686 0.038 0.051 0.063 AAA 2451912.7459
80.754417 -69.749833 6.0133752 3.15e-05 0.135 6001.4402 15.363 14.524 13.856 13.53 13.486 0.023 0.029 0.032 AAA 2451912.7143
80.769667 -69.282611 5.0632724 1.03e-05 0.339 6001.03554 15.552 14.759 14.183 13.856 13.812 0.026 0.033 0.039 AAA 2451912.7448
80.782083 -69.563861 1.3129039 9e-07 0.527 6000.08063 16.647 16.235 15.059 14.774 14.686 0.038 0.051 0.063 AAA 2451912.7459
80.78925 -69.969083 4.0644827 1.02e-05 0.274 6003.20944 15.928 15.123 14.663 14.283 14.273 0.026 0.029 0.040 AAA 2451912.7476
80.816125 -69.899472 2.5384853 1.9e-06 0.617 6001.51608 16.484 15.651 14.959 14.625 14.652 0.032 0.032 0.058 AAA 2451912.7473
80.8305 -69.893139 5.7314217 8.2e-06 0.595 6001.28424 15.054 14.38 13.682 13.246 13.095 0.022 0.029 0.029 EEA 2451912.7473
80.897167 -69.460528 4.9393195 1.22e-05 0.366 6004.53647 15.499 14.72 13.711 13.248 13.164 0.023 0.028 0.032 AAA 2451912.7455
80.907875 -69.964889 5.4916363 1.69e-05 0.366 6002.58579 15.498 14.702 14.091 13.69 13.675 0.025 0.028 0.037 AAA 2451912.7476
80.963583 -69.232056 3.3208358 4.3e-06 0.477 6000.74735 16.195 15.396 14.687 14.397 14.309 0.022 0.029 0.040 AAA 2451912.7446
80.968417 -69.111917 3.7864685 7e-06 0.359 6002.8795 16.299 15.415 14.933 14.539 14.469 0.026 0.033 0.047 AAA 2451912.7441
80.973208 -69.347306 3.8985262 5.2e-06 0.524 6003.10615 15.567 14.928 14.065 13.634 13.438 0.024 0.030 0.032 AAA 2451912.7451
81.017292 -69.972222 2.0753422 2.1e-06 0.528 6001.3034 16.699 15.988 15.253 15.064 14.975 0.037 0.054 0.073 AAA 2451912.7476
81.145333 -69.738833 4.8202997 1.05e-05 0.308 6000.11424 15.57 14.768 14.202 13.793 13.738 0.025 0.037 0.038 AAA 2451922.6003
81.056042 -69.500444 13.1243689 6.2e-05 0.436 6010.2815 14.752 13.769 13.223 12.756 12.612 0.019 0.022 0.022 AAA 2451922.6013
81.079167 -68.033917 7.1334089 2.09e-05 0.448 6000.50069 15.058 14.259 13.636 13.284 13.175 0.022 0.023 0.023 AAA 2451922.6072
81.145333 -69.738833 6.020578 1.2e-05 0.513 6003.97828 15.171 14.467 14.202 13.793 13.738 0.025 0.037 0.038 AAA 2451922.6003
81.172542 -69.725528 6.3756509 5.2e-05 0.114 6004.82433 15.382 14.547 14.305 14.113 14.03 0.026 0.036 0.039 AAA 2451922.6004
81.145333 -69.738833 2.3750173 2.5e-06 0.425 6000.99596 16.358 15.653 14.202 13.793 13.738 0.025 0.037 0.038 AAA 2451922.6003
81.110833 -68.561556 4.0208255 9.2e-06 0.31 6003.6288 15.857 15.054 14.391 14.08 14.022 0.025 0.029 0.034 AAA 2451922.6051
81.127458 -69.209444 2.2149352 7.2e-06 0.284 6001.34043 18.268 16.999 15.97 15.493 15.511 0.04 0.061 0.101 AAA 2451922.6025
81.188583 -69.700194 7.7710741 7.3e-06 0.558 6000.84215 -99.99 13.975 14.276 14.004 13.877 0.03 0.037 0.039 AAA 2451922.6005
81.141375 -69.913528 5.6741265 1.64e-05 0.536 6002.94147 15.437 14.594 14.156 13.822 13.777 0.027 0.036 0.038 AAA 2451922.5996
81.145333 -69.738833 5.4072541 1.05e-05 0.43 6001.21955 15.376 14.578 14.202 13.793 13.738 0.025 0.037 0.038 AAA 2451922.6003
81.395708 -68.83875 5.2803465 8.9e-06 0.435 6000.87553 15.643 14.797 14.084 13.599 13.511 0.021 0.025 0.027 AAA 2451886.7112
81.110833 -68.561556 3.4747985 5.6e-06 0.479 6001.82969 15.955 15.207 14.391 14.08 14.022 0.025 0.029 0.034 AAA 2451922.6051
81.172542 -69.725528 3.9535152 3.6e-06 0.587 6002.51871 15.611 14.924 14.305 14.113 14.03 0.026 0.036 0.039 AAA 2451922.6004
81.182958 -69.507444 6.6968023 1.52e-05 0.393 6003.43573 15.245 14.423 13.967 13.642 13.521 0.023 0.032 0.028 AAA 2451922.6013
81.188583 -69.700194 4.0713783 3.8e-06 0.599 6001.38769 15.553 14.847 14.276 14.004 13.877 0.03 0.037 0.039 AAA 2451922.6005
81.233042 -69.731278 3.7794216 4e-06 0.464 6000.41419 15.728 14.993 14.317 14.06 13.987 0.03 0.041 0.043 AAA 2451922.6004
81.237625 -69.225722 9.5689385 3.57e-05 0.496 6009.19948 14.961 14.08 13.226 12.922 12.797 0.018 0.021 0.021 AAA 2451922.6024
81.249583 -68.200583 4.8817794 8.3e-06 0.6 6002.48751 15.955 15.041 14.252 13.9 13.776 0.022 0.025 0.027 AAA 2451922.6065
81.313583 -69.849944 6.6200623 2.1e-05 0.381 6004.51078 15.389 14.491 13.826 13.455 13.406 0.022 0.028 0.026 AAA 2451922.5999
81.188583 -69.700194 2.8680865 2.8e-06 0.462 6002.04211 16.062 15.366 14.276 14.004 13.877 0.03 0.037 0.039 AAA 2451922.6005
81.313583 -69.849944 5.9358965 9.5e-06 0.504 6000.45338 15.201 14.44 13.826 13.455 13.406 0.022 0.028 0.026 AAA 2451922.5999
81.330333 -69.451444 1.8744945 1.3e-06 0.655 6001.04008 16.718 16.083 14.258 13.8 13.659 0.026 0.029 0.032 EAA 2451922.6015
81.313583 -69.849944 5.9760761 1e-05 0.509 6005.75783 15.581 14.665 13.826 13.455 13.406 0.022 0.028 0.026 AAA 2451922.5999
81.313583 -69.849944 5.2258729 8.7e-06 0.457 6000.12469 15.356 14.587 13.826 13.455 13.406 0.022 0.028 0.026 AAA 2451922.5999
81.480542 -69.069917 5.8320369 1.46e-05 0.314 6003.17473 15.472 14.695 14.792 14.448 14.403 0.032 0.042 0.056 AAA 2451886.7103
81.376083 -69.871 1.1591452 1.1e-06 0.451 6000.02148 17.233 16.573 13.646 13.194 13.092 0.029 0.038 0.042 AAA 2451886.7071
81.233042 -69.731278 2.9466373 4.6e-06 0.547 6002.76406 15.866 15.198 14.317 14.06 13.987 0.03 0.041 0.043 AAA 2451922.6004
81.723167 -68.412972 9.3901678 4.5e-05 0.591 6008.81436 14.895 14.079 13.853 13.459 13.368 0.02 0.024 0.026 AAA 2451886.7345
81.419167 -69.837083 6.4064782 1.56e-05 0.35 6005.32494 15.284 14.442 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 9.3790453 9.85e-05 0.195 6002.2687 16.483 15.034 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.376083 -69.871 7.18252 2.06e-05 0.433 6004.43844 14.948 14.152 13.646 13.194 13.092 0.029 0.038 0.042 AAA 2451886.7071
81.419167 -69.837083 5.5671262 1.33e-05 0.458 6004.57724 16.128 15.032 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 7.6852769 2.18e-05 0.357 6004.64583 16.022 14.838 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.330333 -69.451444 3.9861805 5.7e-06 0.439 6000.96665 15.678 14.949 14.258 13.8 13.659 0.026 0.029 0.032 EAA 2451922.6015
81.395708 -68.83875 6.6032229 2.22e-05 0.341 6004.51172 15.757 14.785 14.084 13.599 13.511 0.021 0.025 0.027 AAA 2451886.7112
81.419167 -69.837083 8.8015455 5.5e-05 0.328 6002.46258 15.252 14.28 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 6.8141341 3.48e-05 0.485 6006.72657 14.799 14.383 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.480542 -69.069917 3.6635247 3.8e-06 0.572 6000.5751 16.47 15.543 14.792 14.448 14.403 0.032 0.042 0.056 AAA 2451886.7103
81.330333 -69.451444 6.3107727 3.15e-05 0.172 6000.74448 15.369 14.496 14.258 13.8 13.659 0.026 0.029 0.032 EAA 2451922.6015
81.47875 -69.91425 4.6800318 3.13e-05 0.429 6003.41862 15.729 14.974 14.218 13.869 13.767 0.034 0.049 0.053 AAA 2451886.7069
81.480542 -69.069917 3.0192416 4.2e-06 0.459 6001.35102 16.251 15.511 14.792 14.448 14.403 0.032 0.042 0.056 AAA 2451886.7103
81.47875 -69.91425 12.3607958 0.0001452 0.458 6001.19578 14.735 13.796 14.218 13.869 13.767 0.034 0.049 0.053 AAA 2451886.7069
81.419167 -69.837083 7.2946329 2.02e-05 0.32 6006.08321 15.116 14.287 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 5.6016126 8.5e-06 0.463 6000.1904 15.401 14.607 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.330333 -69.451444 2.0256069 1.5e-06 0.544 6000.32709 17.039 16.272 14.258 13.8 13.659 0.026 0.029 0.032 EAA 2451922.6015
81.565625 -69.701222 5.0455848 6.9e-06 0.466 6004.63462 15.281 14.604 14.169 13.83 13.805 0.025 0.032 0.037 AAA 2451886.7077
81.419167 -69.837083 5.2850125 8.1e-06 0.425 6001.45322 15.346 14.592 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 4.0437168 5.4e-06 0.43 6001.40677 15.711 14.98 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.565625 -69.701222 7.7543064 0.000445 0.53 6000.11073 -99.99 13.976 14.169 13.83 13.805 0.025 0.032 0.037 AAA 2451886.7077
81.419167 -69.837083 3.0866896 6e-06 0.542 6001.0854 15.951 15.286 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.565625 -69.701222 4.1558659 5.7e-06 0.45 6001.9031 15.574 14.891 14.169 13.83 13.805 0.025 0.032 0.037 AAA 2451886.7077
81.419167 -69.837083 4.1332857 7.7e-06 0.473 6002.95856 15.631 14.937 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.419167 -69.837083 3.5455832 3.23e-05 0.373 6000.86906 -99.99 15.165 13.624 13.172 13.11 0.03 0.031 0.034 AAA 2451886.7072
81.838667 -69.872083 5.9934001 5.46e-05 0.099 6001.65741 15.452 14.624 13.807 13.492 13.381 0.024 0.026 0.024 AAA 2451886.7404
81.838667 -69.872083 7.519 5.65e-05 0.21 6006.3795 14.931 14.184 13.807 13.492 13.381 0.024 0.026 0.024 AAA 2451886.7404
81.565625 -69.701222 7.4580576 2.28e-05 0.312 6007.23089 14.913 14.123 14.169 13.83 13.805 0.025 0.032 0.037 AAA 2451886.7077
81.723167 -68.412972 6.3696093 1.26e-05 0.538 6003.5431 14.841 14.151 13.853 13.459 13.368 0.02 0.024 0.026 AAA 2451886.7345
81.732917 -69.980222 28.1003147 0.0002922 0.715 6024.57963 13.603 12.631 12.27 11.741 11.618 0.019 0.022 0.021 AAA 2451886.7408
81.838667 -69.872083 5.8833728 9.4e-06 0.533 6002.29169 15.05 14.355 13.807 13.492 13.381 0.024 0.026 0.024 AAA 2451886.7404
81.838667 -69.872083 8.0743421 1.69e-05 0.485 6005.24211 14.776 14.034 13.807 13.492 13.381 0.024 0.026 0.024 AAA 2451886.7404
81.723167 -68.412972 13.8701546 0.0001097 0.312 6009.75044 14.456 13.498 13.853 13.459 13.368 0.02 0.024 0.026 AAA 2451886.7345
81.732917 -69.980222 1.5817341 1.5e-06 0.368 6000.84015 16.747 16.111 12.27 11.741 11.618 0.019 0.022 0.021 AAA 2451886.7408
81.565625 -69.701222 2.7367031 4.2e-06 0.308 6000.83272 16.165 15.461 14.169 13.83 13.805 0.025 0.032 0.037 AAA 2451886.7077
81.838667 -69.872083 7.0704972 1.45e-05 0.405 6002.65031 14.988 14.234 13.807 13.492 13.381 0.024 0.026 0.024 AAA 2451886.7404
81.891667 -69.85625 7.3733214 3.59e-05 0.218 6005.79432 15.153 14.336 13.336 13.087 13.026 0.022 0.022 0.022 AAA 2451886.7403
81.891667 -69.85625 7.49489 1.63e-05 0.549 6001.21095 14.633 13.933 13.336 13.087 13.026 0.022 0.022 0.022 AAA 2451886.7403
81.902875 -69.895278 7.3202118 1.29e-05 0.511 6006.38198 14.834 14.095 13.508 13.164 13.12 0.028 0.029 0.030 AAA 2451886.7405
81.902875 -69.895278 3.7088201 5.5e-06 0.383 6000.71005 16.039 15.225 13.508 13.164 13.12 0.028 0.029 0.030 AAA 2451886.7405
81.987208 -68.422 3.425031 5.4e-06 0.529 6001.21664 16.102 15.367 14.631 14.343 14.221 0.023 0.031 0.039 AAA 2451943.7147
82.388542 -69.350444 4.2815754 6.8e-06 0.428 6001.2071 15.739 14.966 13.882 13.564 13.438 0.019 0.022 0.024 AAA 2451942.7137
81.987208 -68.422 9.7410811 4.46e-05 0.362 6004.10177 -99.99 13.791 14.631 14.343 14.221 0.023 0.031 0.039 AAA 2451943.7147
81.891667 -69.85625 7.4423938 1.16e-05 0.548 6006.50227 14.788 14.092 13.336 13.087 13.026 0.022 0.022 0.022 AAA 2451886.7403
81.987208 -68.422 3.6924092 1.42e-05 0.295 6001.71819 -99.99 15.149 14.631 14.343 14.221 0.023 0.031 0.039 AAA 2451943.7147
81.990458 -69.896806 2.5395641 2.4e-06 0.459 6000.82698 16.529 15.772 14.887 14.493 14.457 0.035 0.040 0.049 AAA 2451943.7088
82.130792 -69.969333 3.4209091 1.26e-05 0.416 6003.27251 15.795 15.253 14.12 13.726 13.638 0.029 0.035 0.037 AAA 2451943.7085
82.094583 -69.659611 2.9596106 1.49e-05 0.266 6002.33581 15.863 15.157 14.719 14.44 14.431 0.027 0.038 0.050 AAA 2451943.7097
82.14625 -69.856472 7.2261702 2.04e-05 0.5 6002.34872 14.926 14.178 13.596 13.289 13.224 0.04 0.032 0.030 EAA 2451943.709
81.987208 -68.422 3.417009 3.5e-06 0.484 6000.26007 16.17 15.367 14.631 14.343 14.221 0.023 0.031 0.039 AAA 2451943.7147
82.130792 -69.969333 5.0448304 7.6e-06 0.438 6002.88045 15.489 14.7 14.12 13.726 13.638 0.029 0.035 0.037 AAA 2451943.7085
82.133 -69.848361 7.5701264 3.61e-05 0.256 6000.60341 15.105 14.26 13.595 13.301 13.219 0.027 0.035 0.037 AAA 2451943.709
82.398917 -69.005972 5.971979 2.35e-05 0.219 6001.27382 15.038 14.027 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.139542 -69.596139 4.0109047 4.28e-05 0.321 6003.62822 15.989 15.21 14.762 14.409 14.346 0.026 0.031 0.046 AAA 2451943.71
82.14625 -69.856472 6.8938299 4.04e-05 0.215 6003.36605 14.954 14.252 13.596 13.289 13.224 0.04 0.032 0.030 EAA 2451943.709
82.155167 -69.683667 5.8481724 2.77e-05 0.185 6001.75527 15.451 14.641 14.022 13.673 13.62 0.024 0.029 0.034 AAA 2451943.7096
82.155875 -69.682 3.5575425 3.9e-06 0.51 6000.71122 15.686 14.995 14.56 14.237 14.168 0.027 0.033 0.040 AAA 2451943.7097
82.158708 -69.967167 12.2633646 5.26e-05 0.389 6000.79687 14.5 13.647 12.827 12.416 12.326 0.02 0.023 0.022 AAA 2451943.7085
82.398917 -69.005972 4.7479997 7.9e-06 0.496 6001.32982 16.112 15.248 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.189417 -69.868472 6.5180172 1.06e-05 0.551 6000.90072 15.162 14.382 13.809 13.42 13.339 0.031 0.037 0.038 EEE 2451943.7089
82.214292 -69.834528 4.1159498 3.2e-06 0.622 6000.37007 15.407 14.777 14.264 13.949 13.915 0.026 0.031 0.040 AAA 2451943.709
82.398917 -69.005972 4.6084827 1.68e-05 0.188 6002.1629 15.869 15.02 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.138708 -67.638556 4.0787907 6.8e-06 0.587 6003.5676 15.553 14.911 14.527 14.188 14.095 0.022 0.028 0.036 AAA 2451943.7179
82.388542 -69.350444 2.574358 2e-06 0.604 6000.57545 16.033 15.464 13.882 13.564 13.438 0.019 0.022 0.024 AAA 2451942.7137
82.139542 -69.596139 7.4128655 2.97e-05 0.266 6001.07412 15.128 14.311 14.762 14.409 14.346 0.026 0.031 0.046 AAA 2451943.71
82.398917 -69.005972 4.0089573 3.4e-06 0.615 6000.49475 -99.99 15.017 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.388542 -69.350444 4.6843825 1.08e-05 0.41 6004.11364 15.392 14.64 13.882 13.564 13.438 0.019 0.022 0.024 AAA 2451942.7137
82.388542 -69.350444 11.2630268 7.99e-05 0.392 6003.13112 14.754 13.833 13.882 13.564 13.438 0.019 0.022 0.024 AAA 2451942.7137
82.398917 -69.005972 4.4840075 1.19e-05 0.389 6004.35397 15.786 15.002 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.388542 -69.350444 6.227089 2.48e-05 0.305 6000.00878 15.306 14.49 13.882 13.564 13.438 0.019 0.022 0.024 AAA 2451942.7137
82.398917 -69.005972 3.2355813 3.6e-06 0.455 6000.06124 16.119 15.367 14.659 14.393 14.317 0.023 0.028 0.041 AAA 2451942.7151
82.214292 -69.834528 5.9383167 1.09e-05 0.423 6000.77905 15.392 14.576 14.264 13.949 13.915 0.026 0.031 0.040 AAA 2451943.709
82.214292 -69.834528 5.3371593 1.57e-05 0.262 6001.64128 15.409 14.681 14.264 13.949 13.915 0.026 0.031 0.040 AAA 2451943.709
82.139542 -69.596139 4.4097032 1.24e-05 0.473 6000.49816 15.439 14.972 14.762 14.409 14.346 0.026 0.031 0.046 AAA 2451943.71
81.987208 -68.422 2.5362525 1.02e-05 0.288 6002.31111 18.677 17.165 14.631 14.343 14.221 0.023 0.031 0.039 AAA 2451943.7147
82.138708 -67.638556 4.2138273 5.7e-06 0.509 6002.84412 15.583 14.877 14.527 14.188 14.095 0.022 0.028 0.036 AAA 2451943.7179
82.138708 -67.638556 47.9562026 0.0324546 -99.99 6044.88173 -99.99 -99.99 14.527 14.188 14.095 0.022 0.028 0.036 AAA 2451943.7179
80.100833 -65.943806 5.0683919 1.34e-05 0.571 6001.27805 15.222 14.526 14.12 13.768 13.691 0.020 0.025 0.027 AAA 2451878.8099
80.103375 -65.407611 3.0729069 2.9e-06 0.591 6001.55947 15.874 15.22 14.717 14.388 14.326 0.022 0.027 0.037 AAA 2451878.8121
80.160375 -66.251667 7.9881928 2.49e-05 0.506 6006.97034 14.78 14.004 13.642 13.306 13.239 0.020 0.024 0.025 AAA 2451907.7326
80.189625 -65.331417 3.5661522 1.09e-05 0.263 6001.64667 15.962 15.18 14.571 14.216 14.232 0.022 0.028 0.035 AAA 2451878.8124
80.213792 -66.090028 10.4406748 8.28e-05 0.457 6001.623 14.937 14.038 13.413 13.135 13.007 0.018 0.021 0.020 AAA 2451907.732
80.231458 -66.662056 20.7077109 0.0002916 0.411 6015.62438 14.217 13.098 12.58 12.085 11.955 0.019 0.022 0.020 AAA 2451907.7343
80.103375 -65.407611 3.4435831 8.8e-06 0.368 6000.14263 15.952 15.229 14.717 14.388 14.326 0.022 0.027 0.037 AAA 2451878.8121
80.350375 -66.343333 8.7327199 3.74e-05 0.501 6000.72054 14.697 13.909 13.388 13.012 12.926 0.019 0.022 0.022 AAA 2451907.733
80.385125 -66.080528 4.3973539 1.7e-05 0.314 6004.34872 15.707 14.964 14.378 13.992 13.967 0.022 0.025 0.029 AAA 2451907.7319
80.392 -66.076972 3.6759888 5e-06 0.577 6001.52392 15.765 15.08 14.522 14.157 14.093 0.020 0.023 0.029 AAA 2451907.7319
80.396583 -65.173083 3.1373586 4.4e-06 0.473 6002.13372 15.935 15.242 14.852 14.547 14.413 0.022 0.029 0.036 AAA 2451878.8569
80.415 -65.235389 2.7286686 2.5e-06 0.477 6000.00104 16.054 15.415 15.005 14.717 14.681 0.024 0.034 0.045 AAA 2451878.8571
80.417125 -66.507556 4.4561209 9.1e-06 0.479 6004.44427 15.5 14.789 14.367 13.986 13.903 0.038 0.031 0.032 EAA 2451907.7336
80.4385 -65.235972 2.7787707 3.5e-06 0.457 6000.06894 16.076 15.415 14.88 14.6 14.592 0.028 0.039 0.044 AAA 2451878.8571
80.439667 -65.232556 3.2294214 4.3e-06 0.486 6002.52741 15.892 15.208 14.407 14.237 14.229 0.033 0.039 0.045 AAA 2451878.8571
80.495792 -66.138889 4.6666456 1.04e-05 0.46 6003.8693 15.526 14.747 14.197 13.804 13.811 0.021 0.025 0.031 AAA 2451912.7289
80.100833 -65.943806 4.8562537 1.58e-05 0.354 6004.22737 15.588 14.81 14.12 13.768 13.691 0.020 0.025 0.027 AAA 2451878.8099
80.392 -66.076972 4.3362991 7.7e-06 0.467 6001.34204 15.606 14.878 14.522 14.157 14.093 0.020 0.023 0.029 AAA 2451907.7319
80.579917 -66.157056 4.9558238 2.82e-05 0.224 6004.04172 15.657 14.821 14.262 13.857 13.813 0.020 0.024 0.030 AAA 2451912.7288
80.60175 -66.726389 2.8553541 4.4e-06 0.394 6002.75841 16.23 15.476 14.989 14.605 14.633 0.021 0.028 0.045 AAA 2451912.7265
80.392 -66.076972 3.2225409 2.6e-06 0.58 6000.44339 15.889 15.195 14.522 14.157 14.093 0.020 0.023 0.029 AAA 2451907.7319
80.579917 -66.157056 5.0136459 1.61e-05 0.34 6004.29243 -99.99 14.634 14.262 13.857 13.813 0.020 0.024 0.030 AAA 2451912.7288
80.639292 -66.573944 8.0204586 2.7e-05 0.341 6003.66928 15.109 14.241 13.623 13.311 13.175 0.019 0.025 0.026 AAA 2451912.7271
80.64225 -66.859889 3.4384249 6.7e-06 0.389 6002.0492 16.061 15.272 14.84 14.487 14.348 0.021 0.03 0.035 AAA 2451912.726
80.644208 -66.161944 4.2765417 8.6e-06 0.561 6001.37046 15.632 14.876 14.325 14.043 14.027 0.020 0.027 0.034 AAA 2451912.7288
80.447625 -65.226028 2.6806276 2.7e-06 0.522 6000.6073 16.195 15.504 14.782 14.422 14.34 0.320 0.299 0.060 DDA 2451878.8571
80.841667 -66.306722 4.0900299 9.9e-06 0.496 6001.84514 15.799 15.016 14.374 14.097 14.011 0.020 0.026 0.032 AAA 2451912.7328
80.866667 -66.640917 5.3333339 1.22e-05 0.401 6002.10048 15.31 14.562 13.976 13.614 13.518 0.022 0.025 0.030 AAA 2451912.7342
80.871708 -66.603083 4.3211245 1.27e-05 0.267 6002.57807 15.833 15.028 14.487 14.117 14.042 0.023 0.029 0.035 AAA 2451912.734
80.961208 -66.455194 5.1360704 9.5e-06 0.526 6004.51301 15.438 14.676 14.01 13.652 13.626 0.020 0.026 0.027 AAA 2451912.7334
81.05925 -65.553139 4.6354811 3.01e-05 0.477 6004.45841 15.326 14.642 13.997 13.702 13.641 0.022 0.026 0.029 AAA 2451879.7553
81.077833 -65.279167 2.7094939 4.2e-06 0.487 6001.38607 15.798 15.248 15.01 14.694 14.579 0.024 0.032 0.042 AAA 2451879.7564
