ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
11.95 -73.21375 7.0113758 1.77e-05 0.588 6004.0192 15.268 14.584 14.292 13.844 13.666 0.022 0.028 0.027 AAA 2451899.5602
11.872042 -73.507667 3.8491344 1.3e-05 0.261 6001.87283 16.272 15.523 14.553 14.168 14.097 0.025 0.037 0.037 AAA 2451899.5613
11.991833 -73.386361 2.6521553 1.02e-05 0.258 6001.50961 17.011 16.295 16.303 15.692 15.766 0.06 0.067 0.125 AAB 2451899.5609
11.95 -73.21375 1.6860764 2.6e-06 0.63 6001.48587 18.821 17.686 14.292 13.844 13.666 0.022 0.028 0.027 AAA 2451899.5602
11.921625 -73.346444 1.305012 1.2e-06 0.613 6001.0547 18.101 17.413 16.673 16.657 16.399 0.072 0.149 0.203 ABC 2451899.5607
11.922375 -73.624861 1.6022464 2.1e-06 0.512 6000.82668 17.143 16.653 16.146 15.842 15.839 0.039 0.065 0.110 AAB 2451899.5618
11.922667 -73.034444 6.9185996 0.0001072 0.306 6003.65482 15.595 15.032 14.441 14.075 13.982 0.027 0.030 0.033 AAA 2451899.5594
11.939292 -73.545028 1.6569699 1.5e-06 0.712 6000.26525 17.437 16.815 16.112 15.835 15.685 0.041 0.070 0.103 AAA 2451899.5615
11.945042 -73.018306 2.1060937 3.1e-06 0.664 6001.70299 16.715 16.191 15.636 15.423 15.41 0.033 0.055 0.148 AAB 2451899.5594
11.945125 -73.057444 1.5596408 8.9e-06 0.207 6001.4694 18.121 17.354 16.466 16.045 16.087 0.05 0.085 0.154 AAB 2451899.5595
11.95 -73.21375 9.328112 0.0002932 0.063 6008.45425 16.101 14.992 14.292 13.844 13.666 0.022 0.028 0.027 AAA 2451899.5602
11.950625 -73.099583 2.5849579 3.5e-06 0.764 6000.24606 17.17 16.384 15.798 15.324 15.241 0.036 0.056 0.090 AAA 2451899.5597
11.991833 -73.386361 1.7719377 4.3e-06 0.284 6001.60908 17.435 16.696 16.303 15.692 15.766 0.06 0.067 0.125 AAB 2451899.5609
11.953042 -74.065556 1.5125396 9e-07 0.424 6000.00145 -99.99 16.992 16.345 16.223 15.929 0.046 0.093 0.128 AAB 2451899.5636
11.964042 -73.215 11.7705094 7.62e-05 0.338 6006.77887 15.431 14.414 13.594 13.192 13.123 0.019 0.023 0.025 AAA 2451899.5602
11.922667 -73.034444 13.6534261 7.46e-05 0.453 6006.32905 14.807 13.929 14.441 14.075 13.982 0.027 0.030 0.033 AAA 2451899.5594
11.982375 -74.108306 4.7938374 1.26e-05 0.483 6001.25076 16.16 15.424 14.851 14.462 14.399 0.024 0.027 0.036 AAA 2451899.5638
11.991833 -73.386361 1.6252383 2.3e-06 0.534 6001.0389 17.909 17.108 16.303 15.692 15.766 0.06 0.067 0.125 AAB 2451899.5609
11.872042 -73.507667 1.9361424 3.5e-06 0.353 6000.8132 17.076 16.473 14.553 14.168 14.097 0.025 0.037 0.037 AAA 2451899.5613
11.991833 -73.386361 1.7505115 3e-06 0.625 6000.16035 18.099 17.246 16.303 15.692 15.766 0.06 0.067 0.125 AAB 2451899.5609
11.999667 -73.005167 1.8660006 1.6e-06 0.714 6000.70882 17.327 16.622 14.777 14.443 14.468 0.044 0.067 0.045 EEA 2451899.5593
11.999667 -73.005167 4.1932361 7.7e-06 0.539 6000.05153 16.292 15.508 14.777 14.443 14.468 0.044 0.067 0.045 EEA 2451899.5593
12.027 -73.059472 2.2967502 5.5e-06 0.373 6000.69059 17.873 16.896 14.365 13.979 13.913 0.023 0.029 0.031 AAA 2451899.5595
11.939292 -73.545028 1.9120246 1.5e-06 0.706 6000.07772 16.958 16.349 16.112 15.835 15.685 0.041 0.070 0.103 AAA 2451899.5615
12.033583 -73.238722 1.5046356 2.5e-06 0.471 6000.99557 18.321 17.428 15.347 14.939 14.84 0.044 0.054 0.071 AAA 2451899.5603
12.027 -73.059472 5.7565844 1.33e-05 0.475 6000.99399 15.687 14.975 14.365 13.979 13.913 0.023 0.029 0.031 AAA 2451899.5595
12.029792 -74.033583 1.4132834 1.1e-06 0.744 6000.96465 17.722 17.112 16.544 16.497 16.334 0.054 0.129 0.176 ABC 2451899.5635
12.062083 -73.071833 1.7613213 1.3e-06 0.735 6001.06842 17.127 16.521 14.625 14.107 13.995 0.024 0.029 0.034 AAA 2451914.553
12.033583 -73.238722 3.9003814 4.7e-06 0.731 6000.05406 16.755 15.92 15.347 14.939 14.84 0.044 0.054 0.071 AAA 2451899.5603
12.034292 -73.296306 9.6597116 8.12e-05 0.302 6001.709 16.596 15.337 14.375 13.822 13.664 0.022 0.026 0.028 AAA 2451899.5605
12.033583 -73.238722 1.1118375 2.1e-06 0.478 6000.92562 18.634 17.857 15.347 14.939 14.84 0.044 0.054 0.071 AAA 2451899.5603
12.056333 -73.193944 1.9543544 1.9e-06 0.53 6001.73394 17.078 16.434 15.824 15.533 15.642 0.041 0.068 0.109 AAB 2451899.5601
12.062083 -73.071833 1.7350568 1.3e-06 0.63 6000.92479 17.164 16.544 14.625 14.107 13.995 0.024 0.029 0.034 AAA 2451914.553
12.060542 -73.326 5.7806121 6.28e-05 0.393 6002.09674 18.979 17.295 16.02 15.239 15.001 0.052 0.049 0.072 AAA 2451914.552
12.062083 -73.071833 6.447546 1.87e-05 0.49 6000.16158 16.489 15.407 14.625 14.107 13.995 0.024 0.029 0.034 AAA 2451914.553
12.081083 -73.159556 1.1656238 2.5e-06 0.296 6001.01454 18.031 17.399 16.72 16.548 15.876 0.076 0.116 0.146 ABB 2451914.5527
12.060542 -73.326 1.8170853 2.3e-06 0.56 6001.62784 17.809 16.993 16.02 15.239 15.001 0.052 0.049 0.072 AAA 2451914.552
11.991833 -73.386361 1.7695485 2.7e-06 0.403 6001.35323 17.338 16.68 16.303 15.692 15.766 0.06 0.067 0.125 AAB 2451899.5609
12.033583 -73.238722 30.0728274 0.0006331 0.48 6017.55592 13.884 13.014 15.347 14.939 14.84 0.044 0.054 0.071 AAA 2451899.5603
12.034292 -73.296306 1.7160833 1.2e-06 0.78 6000.1301 17.369 16.725 14.375 13.822 13.664 0.022 0.026 0.028 AAA 2451899.5605
12.116542 -73.147472 5.1066848 1.07e-05 0.61 6000.76319 16.627 15.685 15.229 14.832 14.637 0.028 0.031 0.055 AAA 2451914.5527
12.199542 -73.556306 1.602631 4.6e-06 0.265 6000.29367 17.726 16.972 15.239 14.949 14.904 0.028 0.036 0.056 AAA 2451914.5511
12.033583 -73.238722 10.3089468 7.33e-05 0.326 6004.50697 15.87 14.831 15.347 14.939 14.84 0.044 0.054 0.071 AAA 2451899.5603
12.209875 -73.245444 14.0624745 8.5e-05 0.492 6013.27638 14.867 13.95 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
11.546375 -74.460278 1.3387279 2.2e-06 0.74 6001.26545 17.736 17.124 16.468 16.239 16.183 0.053 0.092 0.162 AAC 2451899.5432
12.209875 -73.245444 1.7667423 1.6e-06 0.634 6000.02594 17.275 16.662 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.203583 -73.17825 1.025733 1.2e-06 0.442 6000.67347 18.355 17.616 15.156 14.782 14.686 0.037 0.040 0.053 AAA 2451914.5526
12.209875 -73.245444 9.490415 0.0003089 0.085 6001.14435 15.425 14.651 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.199542 -73.556306 2.9957546 3e-06 0.715 6000.35799 16.439 15.793 15.239 14.949 14.904 0.028 0.036 0.056 AAA 2451914.5511
12.209875 -73.245444 5.4043362 1.52e-05 0.43 6003.07442 15.996 15.191 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.203583 -73.17825 4.9654149 1.5e-05 0.399 6001.67315 16.773 15.771 15.156 14.782 14.686 0.037 0.040 0.053 AAA 2451914.5526
12.209875 -73.245444 3.3499381 1.06e-05 0.267 6001.12357 16.51 15.747 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.199542 -73.556306 1.4174544 1.9e-06 0.433 6000.23799 17.702 17.059 15.239 14.949 14.904 0.028 0.036 0.056 AAA 2451914.5511
12.203583 -73.17825 1.7949903 3.9e-06 0.392 6000.85057 18.266 17.288 15.156 14.782 14.686 0.037 0.040 0.053 AAA 2451914.5526
11.982375 -74.108306 1.1409952 9e-07 0.731 6000.90988 17.77 17.207 14.851 14.462 14.399 0.024 0.027 0.036 AAA 2451899.5638
12.383208 -73.616667 1.5175505 1.2e-06 0.687 6001.13628 17.529 16.926 16.092 15.812 15.828 0.044 0.072 0.131 AAB 2451914.5508
12.389333 -73.684 1.6361818 1.1e-06 0.821 6000.60292 17.131 16.608 16.318 16.105 15.744 0.077 0.105 0.128 AAB 2451914.5505
12.255375 -73.471417 2.0422708 3e-06 0.448 6000.60666 17.119 16.443 15.877 15.626 15.682 0.035 0.049 0.103 AAB 2451914.5514
12.209875 -73.245444 13.3027724 0.0001876 0.469 6013.23267 15.323 14.335 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.209875 -73.245444 7.0489028 2.68e-05 0.411 6002.41453 15.984 15.086 14.594 14.05 14.047 0.035 0.041 0.043 EEA 2451914.5523
12.267542 -73.039944 1.2074641 5e-06 0.216 6000.38798 18.447 17.593 16.256 15.619 15.388 0.052 0.061 0.110 AAB 2451914.5531
12.267542 -73.039944 10.0392948 7.26e-05 0.372 6009.97544 15.318 14.464 16.256 15.619 15.388 0.052 0.061 0.110 AAB 2451914.5531
12.383208 -73.616667 3.223844 3.1e-06 0.742 6002.57253 16.464 15.846 16.092 15.812 15.828 0.044 0.072 0.131 AAB 2451914.5508
12.320083 -73.48925 5.2966862 4.26e-05 0.17 6002.93044 16.34 15.475 16.305 16.029 16.19 0.053 0.070 0.174 AAC 2451914.5513
12.320083 -73.48925 3.0618528 4.2e-06 0.607 6002.71072 16.619 15.918 16.305 16.029 16.19 0.053 0.070 0.174 AAC 2451914.5513
12.267542 -73.039944 1.5932469 1.5e-06 0.594 6000.56203 17.353 16.703 16.256 15.619 15.388 0.052 0.061 0.110 AAB 2451914.5531
12.320083 -73.48925 2.0507119 2.4e-06 0.703 6001.7608 17.283 16.625 16.305 16.029 16.19 0.053 0.070 0.174 AAC 2451914.5513
12.374875 -73.154917 1.0880856 1.2e-06 0.446 6000.78064 17.914 17.284 16.306 15.883 15.661 0.06 0.081 0.126 AAB 2451914.5527
12.384333 -73.757861 1.3768413 1.6e-06 0.478 6000.62276 17.632 16.998 16.33 16.222 16.537 0.045 0.086 0.243 AAD 2451914.5502
12.384333 -73.757861 1.4740279 5.8e-06 0.502 6000.8995 17.709 16.953 16.33 16.222 16.537 0.045 0.086 0.243 AAD 2451914.5502
12.34525 -73.702778 1.1380088 8e-07 0.747 6000.78471 17.64 17.103 16.774 16.428 16.354 0.067 0.093 0.192 AAC 2451914.5505
12.377708 -73.386611 1.4314763 1.1e-06 0.734 6000.14137 17.532 16.948 15.694 15.256 15.182 0.043 0.047 0.084 AAA 2451914.5517
12.353917 -73.545556 1.8839134 1.5e-06 0.801 6000.57825 16.899 16.339 15.789 15.632 15.456 0.033 0.054 0.087 AAA 2451914.5511
12.470292 -73.244722 1.2881215 2.4e-06 0.469 6000.65635 17.983 17.244 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.421667 -73.31 2.942533 6.5e-06 0.8 6001.90179 16.526 15.955 15.245 14.852 14.941 0.028 0.037 0.062 AAA 2451914.552
12.421667 -73.31 1.7596677 1.33e-05 0.272 6000.77029 17.51 16.804 15.245 14.852 14.941 0.028 0.037 0.062 AAA 2451914.552
12.389333 -73.684 1.4752009 2.4e-06 0.399 6000.71882 17.719 17.041 16.318 16.105 15.744 0.077 0.105 0.128 AAB 2451914.5505
12.374875 -73.154917 1.8863825 4.1e-06 0.518 6001.47215 -99.99 16.757 16.306 15.883 15.661 0.06 0.081 0.126 AAB 2451914.5527
12.421667 -73.31 17.5316306 0.0003596 0.478 6016.78706 -99.99 14.163 15.245 14.852 14.941 0.028 0.037 0.062 AAA 2451914.552
12.377708 -73.386611 1.6207831 2.1e-06 0.708 6000.9783 -99.99 16.826 15.694 15.256 15.182 0.043 0.047 0.084 AAA 2451914.5517
12.374875 -73.154917 3.0081855 6.4e-06 0.411 6000.20032 17.232 16.299 16.306 15.883 15.661 0.06 0.081 0.126 AAB 2451914.5527
12.383208 -73.616667 1.842311 5.3e-06 0.337 6000.57394 -99.99 16.813 16.092 15.812 15.828 0.044 0.072 0.131 AAB 2451914.5508
12.384333 -73.757861 1.249414 1.2e-06 0.699 6000.11922 17.447 16.962 16.33 16.222 16.537 0.045 0.086 0.243 AAD 2451914.5502
12.389333 -73.684 1.7654215 4.9e-06 0.368 6000.63373 -99.99 16.78 16.318 16.105 15.744 0.077 0.105 0.128 AAB 2451914.5505
12.377708 -73.386611 1.4828388 1.6e-06 0.777 6001.11143 17.435 16.841 15.694 15.256 15.182 0.043 0.047 0.084 AAA 2451914.5517
12.414458 -73.458694 1.5503933 1.6e-06 0.73 6000.52169 18.066 17.239 16.51 16.292 16.142 0.06 0.100 0.164 AAC 2451914.5514
12.470583 -73.152583 4.8458344 7.5e-06 0.585 6001.64618 15.871 15.162 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.374875 -73.154917 1.782627 1.8e-06 0.713 6000.63615 17.56 16.83 16.306 15.883 15.661 0.06 0.081 0.126 AAB 2451914.5527
12.470292 -73.244722 15.6580801 0.0001103 0.455 6006.55619 14.598 13.754 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.421667 -73.31 3.8241232 1.51e-05 0.262 6001.05263 16.495 15.756 15.245 14.852 14.941 0.028 0.037 0.062 AAA 2451914.552
12.585208 -73.124917 3.2841072 1.01e-05 0.313 6001.55719 16.726 15.961 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.470292 -73.244722 2.5322927 2.6e-06 0.772 6000.547 17.05 16.265 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.59625 -73.042861 9.9403094 0.0001472 0.138 6002.83925 15.352 14.485 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.470583 -73.152583 15.8221164 0.0001127 0.617 6002.05118 14.775 13.841 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.59625 -73.042861 1.6705597 2.5e-06 0.774 6000.03542 17.347 16.675 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.414458 -73.458694 1.6706749 2.5e-06 0.584 6000.15088 17.92 17.143 16.51 16.292 16.142 0.06 0.100 0.164 AAC 2451914.5514
12.59625 -73.042861 3.8330379 1.07e-05 0.689 6002.92384 16.497 15.879 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.377708 -73.386611 1.2294754 2.1e-06 0.339 6000.77311 18.061 17.354 15.694 15.256 15.182 0.043 0.047 0.084 AAA 2451914.5517
12.353917 -73.545556 3.2832297 3.8e-06 0.727 6001.91744 16.385 15.726 15.789 15.632 15.456 0.033 0.054 0.087 AAA 2451914.5511
12.59625 -73.042861 9.0261375 0.0001141 0.514 6004.37 15.072 14.486 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.414458 -73.458694 1.4275417 1.3e-06 0.778 6000.61977 17.332 16.788 16.51 16.292 16.142 0.06 0.100 0.164 AAC 2451914.5514
12.470292 -73.244722 28.7822793 0.0006544 0.36 6026.1559 14.367 13.284 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.470583 -73.152583 2.4926245 1.01e-05 0.3 6000.83139 17.481 16.696 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.54 -73.346722 1.559821 1.6e-06 0.623 6001.55835 17.628 16.976 14.632 14.213 14.188 0.025 0.029 0.040 AAA 2451914.5649
12.470292 -73.244722 16.2976738 0.0001275 0.593 6006.04057 15.191 14.117 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.470583 -73.152583 9.1878872 2.95e-05 0.555 6002.83658 15.203 14.374 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.383208 -73.616667 1.9061745 5e-06 0.326 6000.95989 17.314 16.644 16.092 15.812 15.828 0.044 0.072 0.131 AAB 2451914.5508
12.353917 -73.545556 3.4204323 3.4e-06 0.658 6003.30975 16.513 15.782 15.789 15.632 15.456 0.033 0.054 0.087 AAA 2451914.5511
12.470583 -73.152583 1.7773911 5e-06 0.307 6001.36353 17.805 16.972 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.470583 -73.152583 1.9747116 6.8e-06 0.196 6001.16925 17.141 16.459 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.59625 -73.042861 3.2249467 4.6e-06 0.769 6002.01156 16.425 15.765 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.470583 -73.152583 2.3509887 2.8e-06 0.537 6000.61039 16.813 16.196 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.353917 -73.545556 1.4423179 1.4e-06 0.749 6001.38765 17.272 16.771 15.789 15.632 15.456 0.033 0.054 0.087 AAA 2451914.5511
12.470292 -73.244722 1.1517559 1.9e-06 0.412 6000.82264 18.076 17.369 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.414458 -73.458694 6.8739469 3.97e-05 0.346 6004.68143 15.639 14.908 16.51 16.292 16.142 0.06 0.100 0.164 AAC 2451914.5514
12.377708 -73.386611 1.6052135 1.7e-06 0.51 6001.10261 17.572 16.883 15.694 15.256 15.182 0.043 0.047 0.084 AAA 2451914.5517
12.414458 -73.458694 4.6723127 1.03e-05 0.522 6001.88304 16.241 15.443 16.51 16.292 16.142 0.06 0.100 0.164 AAC 2451914.5514
12.470583 -73.152583 5.7490507 1.69e-05 0.537 6000.76227 16.293 15.418 16.343 15.889 15.77 0.049 0.066 0.124 AAB 2451914.5641
12.54 -73.346722 6.4868267 5.85e-05 0.174 6004.75621 16.18 15.357 14.632 14.213 14.188 0.025 0.029 0.040 AAA 2451914.5649
12.353917 -73.545556 1.4884484 1.3e-06 0.606 6000.30338 17.084 16.586 15.789 15.632 15.456 0.033 0.054 0.087 AAA 2451914.5511
12.470292 -73.244722 1.3608842 2.1e-06 0.409 6000.67632 18.025 17.336 12.496 12.0 11.903 0.019 0.022 0.022 AAA 2451914.5645
12.585208 -73.124917 32.0381382 0.0004311 0.72 6001.29979 13.769 13.002 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.585208 -73.124917 5.8896974 2.32e-05 0.297 6000.11391 15.486 14.804 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.54 -73.346722 1.3236148 1.3e-06 0.503 6000.79582 17.881 17.224 14.632 14.213 14.188 0.025 0.029 0.040 AAA 2451914.5649
12.59625 -73.042861 5.0017794 1.05e-05 0.574 6004.53341 15.801 15.107 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.585208 -73.124917 1.4370513 2e-06 0.413 6000.9387 17.9 17.187 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.585208 -73.124917 5.9547334 2.45e-05 0.393 6002.99601 16.04 15.24 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.702 -73.416 2.5635096 2.9e-06 0.77 6000.36561 16.698 16.045 13.572 13.081 13.004 0.019 0.023 0.023 AAA 2451914.5652
12.585208 -73.124917 1.4694971 2.4e-06 0.337 6001.29422 17.734 17.053 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.796167 -73.555 4.3505853 5.1e-06 0.684 6000.76958 16.021 15.37 14.556 14.242 14.186 0.03 0.034 0.046 AAA 2451914.5657
12.702 -73.416 1.2367015 3e-07 0.664 6000.68599 17.195 16.956 13.572 13.081 13.004 0.019 0.023 0.023 AAA 2451914.5652
12.585208 -73.124917 1.4285357 9e-07 0.789 6001.06953 17.369 16.837 12.174 11.677 11.558 0.02 0.023 0.023 AAA 2451914.564
12.64525 -73.027722 1.3883006 1e-06 0.641 6000.12118 17.525 16.924 15.394 15.059 15.063 0.039 0.053 0.079 AAA 2451914.5636
12.796167 -73.555 2.8766703 3.2e-06 0.668 6000.05072 16.667 15.971 14.556 14.242 14.186 0.03 0.034 0.046 AAA 2451914.5657
12.705917 -73.27825 3.1906488 3.6e-06 0.648 6002.1945 16.56 15.877 14.098 13.778 13.736 0.025 0.033 0.035 AAA 2451914.5646
13.368833 -74.514333 2.5090581 7.9e-06 0.329 6001.29959 17.456 16.734 16.793 16.787 16.766 0.071 0.192 0.288 ACD 2451877.6713
12.59625 -73.042861 1.9463743 1.6e-06 0.797 6000.35747 16.984 16.415 14.526 14.153 14.088 0.027 0.031 0.038 AAA 2451914.5637
12.64525 -73.027722 1.4942608 1.3e-06 0.782 6001.49178 17.485 16.911 15.394 15.059 15.063 0.039 0.053 0.079 AAA 2451914.5636
12.384333 -73.757861 1.2550881 9e-07 0.735 6000.72537 17.595 17.03 16.33 16.222 16.537 0.045 0.086 0.243 AAD 2451914.5502
12.64525 -73.027722 2.6487603 2.7e-06 0.585 6000.6565 16.681 16.025 15.394 15.059 15.063 0.039 0.053 0.079 AAA 2451914.5636
12.702 -73.416 2.3843521 1.34e-05 0.38 6000.57804 18.246 17.143 13.572 13.081 13.004 0.019 0.023 0.023 AAA 2451914.5652
12.705917 -73.27825 4.4068798 1.36e-05 0.349 6001.54329 16.36 15.608 14.098 13.778 13.736 0.025 0.033 0.035 AAA 2451914.5646
12.705917 -73.27825 6.8179864 1.72e-05 0.574 6004.19443 15.483 14.713 14.098 13.778 13.736 0.025 0.033 0.035 AAA 2451914.5646
12.718833 -73.378556 5.1191673 9.7e-06 0.558 6003.59775 15.949 15.245 14.652 14.355 14.265 0.023 0.030 0.040 AAA 2451914.565
12.901875 -73.655056 1.5046521 1e-06 0.79 6001.12366 17.249 16.705 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.718833 -73.378556 1.2962237 1.3e-06 0.49 6000.18886 17.763 17.154 14.652 14.355 14.265 0.023 0.030 0.040 AAA 2451914.565
12.772792 -73.066944 9.7443948 0.0001415 0.109 6003.92163 15.603 14.693 15.694 15.419 15.304 0.032 0.049 0.084 AAA 2451914.5638
12.718833 -73.378556 1.8201074 1.5e-06 0.721 6000.53675 17.257 16.634 14.652 14.355 14.265 0.023 0.030 0.040 AAA 2451914.565
12.796167 -73.555 4.1738398 4.7e-06 0.612 6001.57846 16.243 15.535 14.556 14.242 14.186 0.03 0.034 0.046 AAA 2451914.5657
12.855083 -73.241083 4.2848661 1.03e-05 0.367 6001.14757 16.319 15.554 15.849 15.492 15.424 0.041 0.067 0.094 AAA 2451898.5483
12.772792 -73.066944 2.4444772 2.4e-06 0.723 6001.0072 17.046 16.341 15.694 15.419 15.304 0.032 0.049 0.084 AAA 2451914.5638
12.901875 -73.655056 1.16459 1.5e-06 0.402 6000.9172 17.826 17.216 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.913417 -73.148 2.8994683 3.1e-06 0.647 6002.52422 16.858 16.099 16.086 15.782 15.539 0.053 0.089 0.104 AAA 2451898.5487
12.946708 -73.614722 4.3844244 6.5e-06 0.679 6000.10154 16.147 15.436 16.207 15.981 15.958 0.048 0.096 0.142 AAB 2451898.5468
12.901875 -73.655056 1.2240534 2.1e-06 0.364 6000.6172 17.847 17.287 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.913417 -73.148 1.0132951 3.8e-06 0.413 6000.65446 17.706 17.036 16.086 15.782 15.539 0.053 0.089 0.104 AAA 2451898.5487
12.796167 -73.555 5.0873076 6.5e-06 0.658 6003.45764 15.744 15.064 14.556 14.242 14.186 0.03 0.034 0.046 AAA 2451914.5657
12.702 -73.416 3.4427172 4.5e-06 0.695 6001.04011 16.811 16.006 13.572 13.081 13.004 0.019 0.023 0.023 AAA 2451914.5652
12.913417 -73.148 2.3003484 2.4e-06 0.588 6000.10996 16.827 16.194 16.086 15.782 15.539 0.053 0.089 0.104 AAA 2451898.5487
12.705917 -73.27825 1.5574613 1.3e-06 0.782 6000.73194 17.172 16.657 14.098 13.778 13.736 0.025 0.033 0.035 AAA 2451914.5646
12.83875 -73.071278 1.9029206 2e-06 0.639 6001.81698 16.699 16.214 14.013 13.691 13.59 0.022 0.028 0.031 AAA 2451914.5638
13.060583 -73.725972 1.1889557 3.7e-06 0.302 6001.02092 18.166 17.441 16.237 16.039 16.041 0.051 0.099 0.168 AAC 2451898.5463
12.901875 -73.655056 1.6879062 2e-06 0.547 6001.24505 17.421 16.753 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.901875 -73.655056 3.0376543 3.6e-06 0.78 6001.7075 16.3 15.706 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.919458 -73.362306 1.4624717 1.1e-06 0.746 6001.1234 17.399 16.816 14.927 14.633 14.558 0.024 0.038 0.046 AAA 2451898.5478
12.83875 -73.071278 5.052633 1.45e-05 0.345 6004.33086 15.971 15.194 14.013 13.691 13.59 0.022 0.028 0.031 AAA 2451914.5638
12.946708 -73.614722 5.1120179 1.36e-05 0.473 6000.59586 15.731 15.089 16.207 15.981 15.958 0.048 0.096 0.142 AAB 2451898.5468
12.851708 -73.004972 1.4649451 2.2e-06 0.383 6001.30421 17.823 17.08 14.744 14.337 14.282 0.022 0.027 0.035 AAA 2451898.5492
12.851708 -73.004972 4.8884837 1.15e-05 0.38 6002.63968 15.973 15.222 14.744 14.337 14.282 0.022 0.027 0.035 AAA 2451898.5492
12.853542 -73.390278 2.3820631 2.4e-06 0.603 6000.1075 16.944 16.263 15.669 15.352 15.44 0.034 0.051 0.088 AAA 2451898.5477
12.855083 -73.241083 2.7084274 3.1e-06 0.6 6002.17484 16.81 16.102 15.849 15.492 15.424 0.041 0.067 0.094 AAA 2451898.5483
12.964042 -73.495861 3.2524695 3.2e-06 0.743 6000.07149 16.454 15.803 15.072 14.739 14.65 0.026 0.036 0.053 AAA 2451898.5473
13.02475 -73.694611 1.42981 9e-07 0.777 6000.95566 17.48 16.885 15.03 14.873 14.689 0.025 0.041 0.053 AAA 2451898.5465
12.946708 -73.614722 2.0629028 2.1e-06 0.56 6000.48142 16.759 16.101 16.207 15.981 15.958 0.048 0.096 0.142 AAB 2451898.5468
12.885208 -73.33675 4.822489 5.77e-05 0.147 6003.2288 16.497 15.661 14.986 14.609 14.478 0.049 0.076 0.061 AAA 2451898.5479
12.888292 -73.064083 1.9624702 2e-06 0.717 6000.57049 17.058 16.439 16.192 16.026 15.792 0.056 0.097 0.118 AAB 2451898.549
12.83875 -73.071278 10.1582472 6.29e-05 0.307 6006.13314 15.52 14.584 14.013 13.691 13.59 0.022 0.028 0.031 AAA 2451914.5638
13.060583 -73.725972 4.2126456 9.8e-06 0.517 6003.03694 16.402 15.628 16.237 16.039 16.041 0.051 0.099 0.168 AAC 2451898.5463
12.901875 -73.655056 2.5445966 3.2e-06 0.445 6000.01394 16.195 15.397 14.72 14.299 14.256 0.026 0.032 0.038 AAA 2451898.5466
12.888292 -73.064083 6.660539 2.22e-05 0.382 6002.757 15.84 15.04 16.192 16.026 15.792 0.056 0.097 0.118 AAB 2451898.549
12.911 -73.0445 1.9743726 2.6e-06 0.638 6001.30559 17.013 16.397 15.653 15.516 15.513 0.043 0.069 0.100 AAA 2451898.5491
12.913417 -73.148 1.3717097 3.9e-06 0.746 6000.94895 -99.99 16.952 16.086 15.782 15.539 0.053 0.089 0.104 AAA 2451898.5487
