ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
15.675708 -72.39975 5.094969 1.17e-05 0.562 6001.08844 15.922 15.15 14.327 13.886 13.721 0.020 0.026 0.031 AAA 2451881.6653
15.318667 -71.289222 1.7185615 1.2e-06 0.75 6000.56505 17.111 16.494 15.631 15.441 15.461 0.033 0.056 0.098 AAA 2451929.5344
15.469833 -71.579028 2.7328115 9e-06 0.221 6002.43133 16.829 16.126 15.874 15.62 15.317 0.033 0.052 0.076 AAA 2451930.5323
15.69375 -71.98775 2.5324092 2.2e-06 0.745 6000.40903 16.491 15.866 15.374 15.115 14.903 0.029 0.046 0.059 AAA 2451881.6636
15.694542 -72.098528 1.6038565 8e-07 0.769 6000.78388 17.138 16.454 16.192 15.912 15.716 0.049 0.078 0.115 AAB 2451881.6641
15.709542 -72.22425 5.0495112 2.3e-06 0.629 6003.93746 15.64 15.173 14.782 14.361 14.254 0.028 0.036 0.037 AAA 2451881.6646
15.928042 -71.873556 1.5141421 1.2e-06 0.589 6001.01759 17.441 16.824 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
15.726292 -72.980417 1.7712239 1.3e-06 0.654 6001.71692 17.052 16.399 16.057 15.761 15.696 0.040 0.080 0.112 AAB 2451881.6676
15.730625 -72.209611 9.0866367 1.16e-05 0.36 6002.77315 -99.99 14.281 13.834 13.411 13.333 0.020 0.026 0.026 AAA 2451881.6645
15.756208 -72.772167 6.9112369 3.73e-05 0.241 6000.49927 15.458 14.758 14.107 13.791 13.686 0.020 0.025 0.027 AAA 2451881.6668
15.763833 -72.805556 3.2059904 5.9e-06 0.498 6002.24163 16.349 15.651 15.349 15.005 14.88 0.029 0.043 0.054 AAA 2451881.6669
15.69375 -71.98775 1.3362184 1.8e-06 0.387 6000.00632 17.612 16.963 15.374 15.115 14.903 0.029 0.046 0.059 AAA 2451881.6636
15.958125 -71.411306 1.5030522 1.1e-06 0.625 6000.26557 17.337 16.736 15.98 15.674 15.607 0.040 0.066 0.118 AAB 2451931.5346
15.785292 -72.706917 2.9728747 5e-06 0.429 6001.97613 16.751 16.057 15.532 15.255 15.104 0.030 0.048 0.061 AAA 2451881.6665
15.795958 -72.929361 3.9714533 5.8e-06 0.641 6002.89281 16.267 15.571 15.052 14.695 14.637 0.023 0.034 0.047 AAA 2451881.6674
15.928042 -71.873556 5.5851556 2.06e-05 0.282 6003.60053 15.534 14.882 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
15.69375 -71.98775 1.4408543 9e-07 0.786 6001.43391 17.138 16.589 15.374 15.115 14.903 0.029 0.046 0.059 AAA 2451881.6636
15.928042 -71.873556 4.8755161 1.09e-05 0.498 6004.59293 15.812 15.077 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
15.814208 -72.943889 2.6446781 2.4e-06 0.646 6000.31234 16.621 15.965 15.656 15.327 15.177 0.031 0.047 0.067 AAA 2451881.6675
15.821917 -72.797333 3.0990701 3.9e-06 0.708 6000.75159 16.251 15.633 14.733 14.347 14.164 0.023 0.033 0.036 AAA 2451881.6669
15.823625 -72.55125 17.1994601 0.0003017 0.406 6013.39477 14.004 13.248 12.86 12.506 12.436 0.020 0.023 0.023 AAA 2451881.6659
15.69375 -71.98775 13.7865943 0.0001444 0.534 6010.31072 14.309 13.601 15.374 15.115 14.903 0.029 0.046 0.059 AAA 2451881.6636
15.836292 -72.815806 2.9052338 1e-06 0.478 6000.08379 -99.99 15.947 15.422 15.023 14.916 0.026 0.040 0.052 AAA 2451881.667
15.847167 -72.108139 2.6783694 4.5e-06 0.372 6001.22056 16.494 15.806 15.405 15.159 15.054 0.028 0.047 0.072 AAA 2451881.6641
15.8535 -72.952222 2.2778899 3.8e-06 0.416 6000.31941 17.02 16.323 15.848 15.586 15.651 0.035 0.061 0.103 AAA 2451881.6675
15.866542 -72.770778 3.5916672 4.1e-06 0.737 6003.57418 16.147 15.541 15.048 14.804 14.687 0.025 0.038 0.054 AAA 2451881.6668
15.876875 -72.852556 5.0848033 1.42e-05 0.431 6001.796 16.006 15.231 14.897 14.476 14.413 0.023 0.033 0.044 AAA 2451881.6671
15.928042 -71.873556 1.9145269 1.8e-06 0.68 6001.11366 17.031 16.44 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
16.124792 -71.493361 1.7552601 2e-06 0.495 6001.03171 17.271 16.644 15.884 15.611 15.494 0.038 0.063 0.097 AAA 2451875.5208
15.888917 -72.679139 1.4557304 1.3e-06 0.328 6000.85127 16.771 15.992 15.447 15.067 14.98 0.028 0.043 0.057 AAA 2451881.6664
15.901583 -72.64975 2.4655288 2.4e-06 0.753 6002.10073 16.576 15.98 15.842 15.551 15.66 0.040 0.061 0.114 AAB 2451881.6663
15.928042 -71.873556 6.4700534 1.97e-05 0.526 6002.95973 15.422 14.746 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
15.911375 -72.734889 1.5491219 1.7e-06 0.441 6000.04562 17.546 16.896 16.556 16.11 16.222 0.061 0.104 0.188 AAC 2451881.6666
15.917792 -72.932139 2.4365477 2.3e-06 0.644 6001.1635 16.641 16.017 15.539 15.188 15.197 0.026 0.051 0.072 AAA 2451881.6674
15.92025 -72.68525 1.8826956 1.3e-06 0.742 6000.39062 17.278 16.654 16.136 15.852 15.708 0.043 0.075 0.119 AAB 2451881.6664
15.928042 -71.873556 7.9898414 6.38e-05 0.301 6000.96733 15.182 14.405 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
15.929458 -72.155722 1.7387883 8.7e-06 0.297 6001.51734 17.35 16.643 16.244 15.853 16.003 0.045 0.074 0.137 AAB 2451881.6643
15.931417 -72.341694 2.8409948 6.5e-06 0.744 6002.54099 -99.99 15.765 15.309 14.865 14.941 0.027 0.038 0.058 AAA 2451881.6651
15.958125 -71.411306 1.3344327 9e-07 0.742 6000.61101 17.286 16.732 15.98 15.674 15.607 0.040 0.066 0.118 AAB 2451931.5346
15.958125 -71.411306 1.3053924 2.8e-06 0.319 6000.64962 18.277 17.607 15.98 15.674 15.607 0.040 0.066 0.118 AAB 2451931.5346
15.958125 -71.411306 1.8714914 3.1e-06 0.466 6001.37285 17.062 16.433 15.98 15.674 15.607 0.040 0.066 0.118 AAB 2451931.5346
15.962083 -72.919806 16.2167045 0.002593 0.059 6007.88651 13.847 13.236 12.904 12.575 12.569 0.018 0.022 0.020 AAA 2451881.6674
16.221792 -71.651444 1.8778523 1.15e-05 0.56 6001.44373 -99.99 16.365 14.747 14.587 14.561 0.023 0.035 0.042 AAA 2451875.5202
16.221792 -71.651444 2.7685631 4.24e-05 0.384 6000.83818 -99.99 16.08 14.747 14.587 14.561 0.023 0.035 0.042 AAA 2451875.5202
15.929458 -72.155722 4.2776594 9e-06 0.51 6000.53227 15.766 15.129 16.244 15.853 16.003 0.045 0.074 0.137 AAB 2451881.6643
15.9745 -72.583611 4.6849138 7.2e-06 0.67 6002.13243 15.765 15.153 14.639 14.298 14.239 0.021 0.029 0.034 AAA 2451881.666
15.977583 -71.973306 3.3980769 1.41e-05 0.25 6001.20098 16.546 15.798 15.253 14.97 14.839 0.025 0.037 0.058 AAA 2451931.5323
16.057417 -72.779417 1.7874762 2e-06 0.515 6000.28231 17.335 16.677 14.947 14.593 14.442 0.024 0.031 0.042 AAA 2451883.5435
15.9885 -72.735722 3.6985481 6.4e-06 0.553 6002.41352 16.231 15.59 15.105 14.784 14.699 0.028 0.039 0.056 AAA 2451883.5436
15.92025 -72.68525 2.9372995 6.4e-06 0.403 6000.66794 16.652 15.913 16.136 15.852 15.708 0.043 0.075 0.119 AAB 2451881.6664
16.001292 -72.233306 16.6942316 0.0003094 0.487 6003.52949 14.003 13.223 12.572 12.225 12.134 0.019 0.024 0.023 AAA 2451883.5457
16.013417 -72.246694 1.8767725 1.8e-06 0.629 6001.05236 17.181 16.537 15.956 15.673 15.544 0.044 0.079 0.102 AAA 2451883.5456
15.901583 -72.64975 1.5228757 2e-06 0.434 6000.98946 17.561 16.847 15.842 15.551 15.66 0.040 0.061 0.114 AAB 2451881.6663
16.180917 -71.318167 1.5481616 1.1e-06 0.805 6000.13975 17.071 16.539 14.369 14.009 13.957 0.021 0.027 0.030 AAA 2451875.5215
16.029625 -72.330778 10.3547367 0.0002466 0.092 6009.87014 15.023 14.185 13.657 13.294 13.172 0.020 0.025 0.025 AAA 2451883.5453
16.029875 -72.904 1.4028469 4e-06 0.213 6000.84851 17.556 16.918 16.46 16.039 15.975 0.058 0.099 0.140 AAB 2451883.543
16.037625 -72.494389 5.3190278 8.8e-06 0.591 6001.91086 15.678 14.943 14.66 14.279 14.117 0.024 0.030 0.038 AAA 2451883.5446
16.039458 -72.941806 1.4019587 1.1e-06 0.752 6001.03537 17.245 16.706 16.111 16.01 15.828 0.046 0.091 0.130 AAB 2451883.5428
16.221792 -71.651444 6.4902374 2.06e-05 0.555 6002.31844 15.375 14.687 14.747 14.587 14.561 0.023 0.035 0.042 AAA 2451875.5202
16.041833 -72.37475 2.9937257 9.5e-06 0.647 6000.18352 16.224 15.572 15.254 14.963 14.869 0.041 0.061 0.075 AAA 2451883.5451
16.048667 -72.266667 2.0888069 1.6e-06 0.822 6000.21172 16.697 16.116 15.487 15.347 15.276 0.036 0.071 0.087 AAA 2451883.5455
16.049542 -72.978556 7.6166608 9.22e-05 0.296 6001.47321 15.577 14.752 12.23 11.624 11.443 0.020 0.024 0.023 AAA 2451883.5427
16.057417 -72.779417 4.1881708 7e-06 0.589 6002.54038 16.108 15.405 14.947 14.593 14.442 0.024 0.031 0.042 AAA 2451883.5435
16.064542 -72.755611 208.7992166 0.3483409 0.876 6142.85732 -99.99 10.979 10.444 10.004 9.916 0.075 0.069 0.045 AAA 2451883.5436
16.180917 -71.318167 2.5550008 4.4e-06 0.34 6000.28872 16.69 15.996 14.369 14.009 13.957 0.021 0.027 0.030 AAA 2451875.5215
15.928042 -71.873556 1.8342479 1.5e-06 0.63 6000.03335 16.832 16.328 13.899 13.551 13.434 0.025 0.031 0.031 AAA 2451931.5327
16.221792 -71.651444 3.3363517 3.6e-06 0.74 6001.11454 16.213 15.59 14.747 14.587 14.561 0.023 0.035 0.042 AAA 2451875.5202
16.083125 -72.837139 1.847467 7.8e-06 0.615 6000.17322 -99.99 16.602 16.246 15.971 15.751 0.050 0.095 0.120 AAB 2451883.5432
16.084542 -72.729361 1.2112421 1.9e-06 0.726 6000.575 17.308 16.939 16.374 16.049 16.088 0.058 0.111 0.156 ABC 2451883.5437
16.103 -72.009583 29.0862384 0.0007276 0.599 6027.29598 13.542 12.82 12.236 11.799 11.702 0.019 0.023 0.022 AAA 2451883.5466
16.105583 -72.888333 2.2512931 1.52e-05 0.3 6000.84442 17.343 16.594 16.051 15.843 15.482 0.044 0.082 0.093 AAA 2451883.543
16.124792 -71.493361 1.9030775 1.4e-06 0.785 6000.83619 16.972 16.42 15.884 15.611 15.494 0.038 0.063 0.097 AAA 2451875.5208
16.1255 -72.229611 4.2699967 2.35e-05 0.711 6002.38159 15.582 15.037 14.475 14.173 14.129 0.020 0.029 0.039 AAA 2451883.5457
16.126208 -72.507056 2.524243 2.2e-06 0.675 6002.4601 16.266 15.698 15.217 15.003 14.975 0.033 0.059 0.076 AAA 2451883.5446
16.131292 -72.619222 2.3562929 4.3e-06 0.431 6002.35455 17.143 16.41 15.655 15.579 15.384 0.048 0.076 0.089 AAA 2451883.5441
16.132542 -72.671833 2.8254189 4e-06 0.59 6001.58907 16.566 15.923 15.441 15.234 15.101 0.035 0.051 0.068 AAA 2451883.5439
16.149042 -72.322278 6.3590303 2.1e-05 0.386 6005.69718 15.315 14.585 14.242 13.905 13.874 0.021 0.029 0.033 AAA 2451883.5453
16.156333 -72.826 1.6931715 4e-07 0.648 6001.53574 -99.99 16.585 16.301 15.889 16.036 0.054 0.090 0.163 AAC 2451883.5433
16.166708 -72.319694 3.3521091 2.5e-06 0.672 6002.64398 16.127 15.481 14.866 14.692 14.587 0.025 0.043 0.047 AAA 2451883.5453
16.180917 -71.318167 5.2249549 1.28e-05 0.462 6001.9023 15.707 14.981 14.369 14.009 13.957 0.021 0.027 0.030 AAA 2451875.5215
16.183333 -72.346556 2.8929852 2.7e-06 0.78 6002.75158 16.198 15.62 15.037 14.777 14.753 0.026 0.039 0.054 AAA 2451883.5452
16.221792 -71.651444 3.4384069 3.7e-06 0.714 6001.13722 15.905 15.339 14.747 14.587 14.561 0.023 0.035 0.042 AAA 2451875.5202
16.226042 -72.928139 1.4728198 1.2e-06 0.744 6001.4246 17.026 16.521 15.928 15.831 15.968 0.040 0.082 0.140 AAB 2451883.5429
16.407667 -71.843333 3.1307322 3.2e-06 0.7 6001.08345 16.229 15.606 15.563 15.237 15.161 0.028 0.044 0.063 AAA 2451875.5686
16.258875 -72.712306 1.320945 2.3e-06 0.367 6000.4159 17.506 16.912 16.472 16.179 15.857 0.063 0.126 0.142 ABB 2451883.5437
16.264333 -72.343806 2.7225573 2.7e-06 0.63 6000.42107 16.698 16.026 15.858 15.5 15.434 0.037 0.072 0.092 AAA 2451883.5452
16.266 -72.864722 1.4779817 1.2e-06 0.56 6000.65745 17.378 16.765 16.288 15.864 15.702 0.057 0.093 0.112 AAB 2451883.5431
16.284667 -72.360389 5.4615102 3.25e-05 0.192 6000.18542 15.745 15.001 14.464 14.15 14.023 0.023 0.032 0.033 AAA 2451883.5452
16.287542 -72.668861 6.2963863 2.42e-05 0.384 6006.15629 15.725 14.936 14.283 13.884 13.883 0.033 0.032 0.036 AAA 2451883.5439
16.291833 -72.822944 3.0083804 1.5e-06 0.513 6001.74396 -99.99 16.122 15.436 15.129 15.106 0.034 0.055 0.068 AAA 2451883.5433
16.343625 -72.035944 1.310884 1.6e-06 0.526 6000.08889 17.529 16.902 15.834 15.468 15.397 0.041 0.075 0.094 AAA 2451883.5465
16.407667 -71.843333 2.0952242 2.3e-06 0.585 6000.21417 16.996 16.338 15.563 15.237 15.161 0.028 0.044 0.063 AAA 2451875.5686
16.324375 -72.045556 3.1250174 3.3e-06 0.673 6002.1607 16.262 15.627 15.009 14.803 14.838 0.027 0.044 0.058 AAA 2451883.5464
16.287542 -72.668861 2.8152921 6.3e-06 0.32 6001.1833 16.879 16.195 14.283 13.884 13.883 0.033 0.032 0.036 AAA 2451883.5439
16.334042 -72.036917 3.2292121 1.18e-05 0.218 6003.05703 16.394 15.684 15.202 14.878 14.7 0.028 0.043 0.054 AAA 2451883.5465
16.350292 -71.622333 1.049633 5e-07 0.612 6000.07422 -99.99 17.27 15.937 15.696 15.673 0.036 0.063 0.106 AAA 2451875.5677
16.343625 -72.035944 2.4035606 2.5e-06 0.738 6001.22824 16.558 15.937 15.834 15.468 15.397 0.041 0.075 0.094 AAA 2451883.5465
16.350292 -71.622333 1.9678167 1.7e-06 0.739 6000.73695 16.921 16.356 15.937 15.696 15.673 0.036 0.063 0.106 AAA 2451875.5677
16.429875 -72.187806 4.2133582 8.7e-06 0.497 6000.5332 15.889 15.168 15.372 14.957 14.999 0.034 0.049 0.061 AAA 2451883.5495
16.41425 -71.487194 1.2092749 7e-07 0.778 6000.52019 17.462 16.981 16.466 16.252 15.897 0.049 0.099 0.125 AAB 2451875.5672
16.287542 -72.668861 1.3982471 2e-06 0.405 6000.87455 17.724 17.09 14.283 13.884 13.883 0.033 0.032 0.036 AAA 2451883.5439
16.441375 -71.53625 5.0536077 3.55e-05 0.235 6003.93211 16.052 15.206 16.75 16.447 16.204 0.061 0.118 0.162 ABC 2451875.5674
16.391708 -72.707972 2.7870597 2.8e-06 0.591 6002.50994 16.419 15.766 15.163 15.051 14.915 0.028 0.047 0.057 AAA 2451883.5516
16.429875 -72.187806 1.6567742 1.4e-06 0.649 6000.19555 17.201 16.605 15.372 14.957 14.999 0.034 0.049 0.061 AAA 2451883.5495
16.429875 -72.187806 3.5044564 5.4e-06 0.527 6001.43441 16.282 15.592 15.372 14.957 14.999 0.034 0.049 0.061 AAA 2451883.5495
16.291833 -72.822944 1.6117583 2.8e-06 0.336 6001.31942 17.426 16.748 15.436 15.129 15.106 0.034 0.055 0.068 AAA 2451883.5433
16.407667 -71.843333 2.3462896 2.1e-06 0.752 6001.42952 16.556 15.972 15.563 15.237 15.161 0.028 0.044 0.063 AAA 2451875.5686
16.41425 -71.487194 1.3222918 1.4e-06 0.46 6001.16749 17.489 16.905 16.466 16.252 15.897 0.049 0.099 0.125 AAB 2451875.5672
16.429875 -72.187806 2.8840619 3.2e-06 0.626 6002.77014 16.277 15.653 15.372 14.957 14.999 0.034 0.049 0.061 AAA 2451883.5495
16.436625 -72.896806 2.9303663 4.4e-06 0.503 6002.65986 16.768 16.011 15.439 15.158 15.008 0.031 0.049 0.068 AAA 2451883.5524
16.441375 -71.53625 1.3484511 1.2e-06 0.492 6000.78624 17.568 16.99 16.75 16.447 16.204 0.061 0.118 0.162 ABC 2451875.5674
16.442083 -71.712611 1.7363616 2.6e-06 0.792 6000.65088 17.206 16.459 13.769 13.267 13.132 0.021 0.023 0.022 EAA 2451875.5681
16.284667 -72.360389 1.2587747 4.9e-06 0.721 6001.0996 17.224 16.635 14.464 14.15 14.023 0.023 0.032 0.033 AAA 2451883.5452
16.459833 -71.380472 2.2993443 1.97e-05 0.259 6000.59151 -99.99 16.237 15.683 15.419 15.328 0.028 0.050 0.082 AAA 2451875.5667
16.436625 -72.896806 5.0126849 1.16e-05 0.462 6003.40436 16.106 15.306 15.439 15.158 15.008 0.031 0.049 0.068 AAA 2451883.5524
16.472958 -72.844778 14.2407197 8.92e-05 0.465 6005.55217 15.026 14.101 13.589 13.127 13.011 0.018 0.025 0.024 AAA 2451883.5522
16.407667 -71.843333 1.5433088 1.4e-06 0.629 6000.88001 17.41 16.793 15.563 15.237 15.161 0.028 0.044 0.063 AAA 2451875.5686
16.472958 -72.844778 1.4005137 2.1e-06 0.363 6000.62842 17.599 16.921 13.589 13.127 13.011 0.018 0.025 0.024 AAA 2451883.5522
16.484542 -71.355667 2.874113 6.9e-06 0.497 6001.0736 16.492 15.819 15.41 15.036 14.967 0.029 0.040 0.054 AAA 2451875.5666
14.282542 -71.257056 1.1828027 9e-07 0.637 6000.27997 17.438 16.896 15.304 15.046 14.897 0.031 0.054 0.054 AAA 2451933.5797
14.282542 -71.257056 2.8996001 3.7e-06 0.79 6002.48589 16.174 15.604 15.304 15.046 14.897 0.031 0.054 0.054 AAA 2451933.5797
14.921542 -70.830556 1.2808297 1.6e-06 0.633 6001.13914 17.887 17.301 16.841 16.315 16.149 0.076 0.115 0.155 ABC 2451928.5359
14.921542 -70.830556 1.4280849 3.1e-06 0.369 6000.4236 17.976 17.342 16.841 16.315 16.149 0.076 0.115 0.155 ABC 2451928.5359
15.318667 -71.289222 1.0220286 9e-07 0.52 6000.30032 17.832 17.302 15.631 15.441 15.461 0.033 0.056 0.098 AAA 2451929.5344
15.318667 -71.289222 2.5010352 2.5e-06 0.7 6000.72978 16.608 16.025 15.631 15.441 15.461 0.033 0.056 0.098 AAA 2451929.5344
15.318667 -71.289222 3.0654391 5.1e-06 0.638 6000.90056 16.242 15.598 15.631 15.441 15.461 0.033 0.056 0.098 AAA 2451929.5344
15.318667 -71.289222 1.6299761 1.1e-06 0.778 6001.02439 17.076 16.544 15.631 15.441 15.461 0.033 0.056 0.098 AAA 2451929.5344
14.921542 -70.830556 3.9013642 7.5e-06 0.704 6003.60708 15.894 15.226 16.841 16.315 16.149 0.076 0.115 0.155 ABC 2451928.5359
14.921542 -70.830556 1.4305423 1.1e-06 0.67 6000.56567 17.381 16.803 16.841 16.315 16.149 0.076 0.115 0.155 ABC 2451928.5359
16.180917 -71.318167 4.2052385 8.3e-06 0.697 6002.87962 15.766 15.146 14.369 14.009 13.957 0.021 0.027 0.030 AAA 2451875.5215
16.126208 -72.507056 4.6026087 0.0001006 0.319 6002.31272 16.126 15.34 15.217 15.003 14.975 0.033 0.059 0.076 AAA 2451883.5446
16.690125 -73.350972 1.718811 1.7e-06 0.761 6000.72689 17.271 16.64 16.167 15.995 16.126 0.049 0.095 0.170 AAC 2451883.5542
16.5965 -73.687583 2.8490237 3.4e-06 0.751 6001.77944 16.363 15.73 16.339 16.255 16.222 0.055 0.121 0.174 ABC 2451883.5556
16.57175 -73.16675 2.2089299 9.1e-06 0.204 6000.41413 17.382 16.607 16.191 16.149 15.811 0.049 0.106 0.131 ABB 2451883.5535
16.551042 -73.871 1.6046892 1.3e-06 0.734 6000.05106 16.696 16.23 15.952 15.534 15.833 0.043 0.063 0.124 AAB 2451883.5563
16.57175 -73.16675 5.1447398 2.09e-05 0.293 6003.51813 15.866 15.169 16.191 16.149 15.811 0.049 0.106 0.131 ABB 2451883.5535
16.57175 -73.16675 1.3388301 9e-07 0.69 6000.2856 17.322 16.738 16.191 16.149 15.811 0.049 0.106 0.131 ABB 2451883.5535
16.578333 -74.112833 5.0487446 1.02e-05 0.607 6001.52694 15.509 14.895 14.473 14.136 14.069 0.022 0.029 0.034 AAA 2451883.5573
16.5965 -73.687583 1.2615179 1.3e-06 0.485 6000.54385 17.784 17.152 16.339 16.255 16.222 0.055 0.121 0.174 ABC 2451883.5556
16.5965 -73.687583 1.611788 1.7e-06 0.815 6000.34502 16.998 16.445 16.339 16.255 16.222 0.055 0.121 0.174 ABC 2451883.5556
16.690333 -73.273167 1.111994 9e-07 0.715 6000.84096 17.711 17.126 12.852 12.54 12.462 0.019 0.024 0.022 AAA 2451883.5539
16.63175 -73.015111 1.7560764 3.05e-05 0.291 6000.72203 -99.99 16.948 16.258 16.081 15.841 0.058 0.105 0.152 AAB 2451883.5529
16.662333 -73.199722 4.7078987 1.26e-05 0.591 6004.68097 16.106 15.359 14.933 14.536 14.44 0.026 0.038 0.041 AAA 2451883.5536
16.690125 -73.350972 1.2639041 1.8e-06 0.497 6000.48995 17.829 17.185 16.167 15.995 16.126 0.049 0.095 0.170 AAC 2451883.5542
16.745792 -73.036306 2.5909238 4e-06 0.653 6000.78982 16.911 16.233 14.779 14.481 14.439 0.024 0.037 0.045 AAA 2451883.553
16.690125 -73.350972 1.6705962 1.8e-06 0.568 6001.39067 17.452 16.796 16.167 15.995 16.126 0.049 0.095 0.170 AAC 2451883.5542
16.690333 -73.273167 15.9576089 0.0001069 0.621 6013.33849 14.256 13.525 12.852 12.54 12.462 0.019 0.024 0.022 AAA 2451883.5539
16.695833 -73.488778 1.3649704 1.1e-06 0.78 6001.27125 17.198 16.685 16.21 15.892 15.842 0.049 0.088 0.126 AAB 2451883.5548
16.662333 -73.199722 1.4350759 1.1e-06 0.579 6001.33492 17.339 16.788 14.933 14.536 14.44 0.026 0.038 0.041 AAA 2451883.5536
16.695833 -73.488778 1.4426528 1.2e-06 0.713 6000.58686 17.62 16.981 16.21 15.892 15.842 0.049 0.088 0.126 AAB 2451883.5548
16.695833 -73.488778 1.9774512 5.15e-05 0.728 6000.99043 17.341 16.598 16.21 15.892 15.842 0.049 0.088 0.126 AAB 2451883.5548
16.690125 -73.350972 1.4437505 9e-07 0.75 6000.29533 17.112 16.556 16.167 15.995 16.126 0.049 0.095 0.170 AAC 2451883.5542
16.578333 -74.112833 1.1825499 1e-06 0.541 6000.45078 17.131 16.712 14.473 14.136 14.069 0.022 0.029 0.034 AAA 2451883.5573
16.551042 -73.871 1.1891722 8e-07 0.631 6000.0734 17.636 17.04 15.952 15.534 15.833 0.043 0.063 0.124 AAB 2451883.5563
16.745792 -73.036306 4.7425533 1.28e-05 0.488 6003.81045 16.2 15.441 14.779 14.481 14.439 0.024 0.037 0.045 AAA 2451883.553
16.5965 -73.687583 1.401811 1e-06 0.761 6001.03937 17.064 16.51 16.339 16.255 16.222 0.055 0.121 0.174 ABC 2451883.5556
16.578333 -74.112833 1.1428912 8e-07 0.694 6000.19005 17.578 17.055 14.473 14.136 14.069 0.022 0.029 0.034 AAA 2451883.5573
16.578333 -74.112833 2.0042649 2e-06 0.71 6000.09582 16.974 16.352 14.473 14.136 14.069 0.022 0.029 0.034 AAA 2451883.5573
16.915167 -73.567417 2.0103458 1.8e-06 0.643 6000.2846 16.879 16.243 16.844 16.463 16.369 0.079 0.128 0.194 ABC 2451916.5513
16.865542 -73.373056 1.6072698 2e-06 0.442 6000.04659 17.318 16.672 16.426 16.469 16.2 0.062 0.124 0.184 ABC 2451916.5521
16.836875 -73.212028 32.9570408 0.0006734 0.541 6025.97971 13.798 12.806 14.979 14.686 14.562 0.03 0.039 0.051 AAA 2451916.5528
16.865542 -73.373056 1.9328267 1.6e-06 0.808 6001.81548 16.844 16.254 16.426 16.469 16.2 0.062 0.124 0.184 ABC 2451916.5521
16.826667 -73.345722 2.5771239 3.3e-06 0.807 6000.51756 16.158 15.594 15.236 14.923 14.896 0.03 0.046 0.063 AAA 2451916.5522
16.836875 -73.212028 3.6887652 5.2e-06 0.594 6002.6883 16.383 15.682 14.979 14.686 14.562 0.03 0.039 0.051 AAA 2451916.5528
17.088167 -73.94 1.6622775 3e-06 0.76 6001.53076 17.086 16.492 15.629 15.244 15.332 0.031 0.047 0.083 AAA 2451916.5498
16.855792 -73.04125 2.7945255 3e-06 0.544 6002.74322 16.524 15.872 16.926 16.824 16.436 0.08 0.161 0.200 ACD 2451916.5534
16.855792 -73.04125 1.2227134 3.4e-06 0.289 6000.90942 18.1 17.461 16.926 16.824 16.436 0.08 0.161 0.200 ACD 2451916.5534
16.855792 -73.04125 1.933923 1.6e-06 0.858 6000.31038 16.674 16.147 16.926 16.824 16.436 0.08 0.161 0.200 ACD 2451916.5534
16.865542 -73.373056 1.2845348 1.3e-06 0.472 6001.23531 17.571 16.927 16.426 16.469 16.2 0.062 0.124 0.184 ABC 2451916.5521
16.874917 -73.197556 2.7288307 2.8e-06 0.783 6002.41444 16.61 15.925 15.39 14.813 14.705 0.048 0.05 0.065 AAA 2451916.5528
16.874917 -73.197556 1.2521048 1e-06 0.746 6000.91513 17.285 16.734 15.39 14.813 14.705 0.048 0.05 0.065 AAA 2451916.5528
16.874917 -73.197556 1.1753494 9e-07 0.607 6000.432 17.818 17.168 15.39 14.813 14.705 0.048 0.05 0.065 AAA 2451916.5528
16.915167 -73.567417 1.1188206 8e-07 0.734 6000.43201 17.641 17.092 16.844 16.463 16.369 0.079 0.128 0.194 ABC 2451916.5513
16.932708 -73.510806 3.1561366 2.9e-06 0.755 6001.44387 16.252 15.639 15.333 14.977 14.92 0.026 0.038 0.057 AAA 2451916.5516
16.939458 -73.741806 11.9831215 7.47e-05 0.546 6003.5645 14.512 13.783 13.215 12.942 12.887 0.019 0.025 0.024 AAA 2451916.5506
17.069417 -73.401056 1.8883627 1e-05 0.753 6001.8765 16.998 16.451 15.12 14.817 14.674 0.028 0.033 0.052 AAA 2451916.552
16.826667 -73.345722 1.8505448 3.6e-06 0.367 6000.70112 16.944 16.465 15.236 14.923 14.896 0.03 0.046 0.063 AAA 2451916.5522
16.826667 -73.345722 1.7952701 4e-06 0.298 6000.62289 17.555 16.834 15.236 14.923 14.896 0.03 0.046 0.063 AAA 2451916.5522
17.169792 -73.217611 3.4539131 4.9e-06 0.544 6003.24001 16.174 15.477 16.102 15.803 15.802 0.042 0.074 0.126 AAB 2451883.6117
17.028167 -73.526528 1.7700545 3.3e-06 0.369 6001.5654 17.381 16.685 16.101 15.871 15.718 0.042 0.072 0.114 AAB 2451916.5515
17.04625 -73.008444 12.5762767 8.22e-05 0.529 6007.20696 14.276 13.585 14.793 14.682 14.611 0.025 0.029 0.049 AAA 2451916.5536
17.04625 -73.008444 3.7888435 9.6e-06 0.677 6000.68044 16.024 15.445 14.793 14.682 14.611 0.025 0.029 0.049 AAA 2451916.5536
